level_1,level_2,level_3,level_4,level_5,description
Behavioral Control,Impulse Control,Action Planning,Consequence Anticipation,Short-term Consequence Recognition,"The ability to resist or delay immediate urges, desires, and impulses in favor of more appropriate or goal-directed behavior"
Behavioral Control,Impulse Control,Action Planning,Consequence Anticipation,Long-term Impact Assessment,"The ability to postpone immediate rewards in favor of later, more valuable outcomes"
Behavioral Control,Impulse Control,Action Planning,Strategy Formation,,The ability to assess and compare the value of immediate versus delayed rewards
Behavioral Control,Impulse Control,Action Planning,Strategy Formation,Sequential Planning,The ability to weigh the relative value of immediate versus future rewards across different time intervals
Behavioral Control,Impulse Control,Action Planning,Strategy Formation,Alternative Strategy Generation,The ability to compare and evaluate different reward sizes and their relative worth
Behavioral Control,Self-Regulation,,,,The ability to maintain goal-directed behavior despite the presence of immediate temptations
Behavioral Control,Self-Regulation,Rule Following,,,The ability to maintain effort over time despite fatigue or competing desires
Behavioral Control,Self-Regulation,Rule Following,Rule Comprehension,,The ability to maintain focus on long-term goals when faced with immediate attractive alternatives
Behavioral Control,Self-Regulation,Rule Following,Rule Comprehension,Rule Interpretation,The ability to think before acting and consider consequences of behavior
Behavioral Control,Self-Regulation,Rule Following,Rule Comprehension,Context Recognition,The ability to adjust emotional responses based on changing circumstances.
Behavioral Control,Self-Regulation,Rule Following,Rule Application,,The ability to predict and evaluate potential outcomes of actions
Behavioral Control,Self-Regulation,Rule Following,Rule Application,Consistent Implementation,The ability to identify immediate or near-term effects of actions
Behavioral Control,Self-Regulation,Rule Following,Rule Application,Rule Prioritization,The ability to consider and evaluate delayed or long-term consequences of actions
Behavioral Control,Self-Regulation,Self-Monitoring,,,The ability to develop and organize steps needed to achieve behavioral goals
Behavioral Control,Self-Regulation,Self-Monitoring,Behavioral Awareness,,The ability to arrange actions in a logical sequence to achieve goals
Behavioral Control,Self-Regulation,Self-Monitoring,Behavioral Awareness,Action Recognition,The ability to develop multiple approaches to achieve behavioral goals
Behavioral Control,Self-Regulation,Self-Monitoring,Behavioral Awareness,Immediate Effect Recognition,"The capacity to monitor and adjust one's behavior, emotions, and cognitive processes to meet situational demands and achieve desired outcomes"
Behavioral Control,Self-Regulation,Self-Monitoring,Impact Assessment,,"The ability to understand and adhere to established rules, instructions, and social norms"
Behavioral Control,Self-Regulation,Self-Monitoring,Impact Assessment,Social Impact Evaluation,The ability to understand and interpret rules and their application in different contexts
Behavioral Control,Self-Regulation,Self-Monitoring,Impact Assessment,Environmental Impact Evaluation,The ability to correctly understand the meaning and requirements of rules
Behavioral Control,Response Inhibition,,,,The ability to suppress automatic or prepotent responses.
Behavioral Control,Response Inhibition,Motor Control,,,The ability to identify when and where specific rules apply
Behavioral Control,Response Inhibition,Motor Control,Fine Motor Control,,The ability to consistently apply rules across various situations and contexts
Behavioral Control,Response Inhibition,Motor Control,Fine Motor Control,Manual Precision,The ability to maintain rule-following behavior across different situations
Behavioral Control,Response Inhibition,Motor Control,Fine Motor Control,Digital Dexterity,The ability to appropriately prioritize different rules when multiple apply
Behavioral Control,Response Inhibition,Motor Control,Gross Motor Control,,The ability to observe and evaluate one's own behavior and its impact on others and the environment
Behavioral Control,Response Inhibition,Motor Control,Gross Motor Control,Body Position Control,The ability to recognize and track one's own actions and their immediate effects
Behavioral Control,Response Inhibition,Motor Control,Gross Motor Control,Movement Modulation,The ability to consciously monitor and identify one's own behaviors as they occur
Behavioral Control,Response Inhibition,Interference Control,,,The ability to maintain focus and performance despite distracting or competing stimuli.
Behavioral Control,Response Inhibition,Interference Control,Distraction Resistance,,The ability to recognize the direct consequences of one's actions in real-time
Behavioral Control,Response Inhibition,Interference Control,Distraction Resistance,External Distraction Management,The ability to evaluate how one's behavior affects others and the broader environment
Behavioral Control,Response Inhibition,Interference Control,Distraction Resistance,Internal Distraction Management,The ability to assess how one's behavior affects other people
Behavioral Control,Response Inhibition,Interference Control,Competing Response Management,,The ability to assess how one's behavior affects the physical and social environment
Behavioral Control,Response Inhibition,Interference Control,Competing Response Management,Prepotent Response Inhibition,The ability to suppress or stop inappropriate or unwanted behavioral responses when necessary
Behavioral Control,Response Inhibition,Interference Control,Competing Response Management,Response Selection,The ability to control physical movements and motor responses in accordance with situational demands
Behavioral Control,Behavioral Flexibility,,,,"The ability to control precise, small movements"
Behavioral Control,Behavioral Flexibility,Task Switching,,,The ability to shift attention between different tasks or mental sets.
Behavioral Control,Behavioral Flexibility,Task Switching,Transition Speed,,The ability to make accurate and controlled hand movements
Behavioral Control,Behavioral Flexibility,Task Switching,Transition Speed,Mental Set Disengagement,The ability to make precise finger movements and manipulations
Behavioral Control,Behavioral Flexibility,Task Switching,Transition Speed,New Task Engagement,The ability to control large body movements and overall physical activity
Behavioral Control,Behavioral Flexibility,Task Switching,Set Shifting,,The ability to maintain and adjust whole-body posture and position
Behavioral Control,Behavioral Flexibility,Task Switching,Set Shifting,Rule Shifting,The ability to adjust the speed and force of large body movements
Behavioral Control,Behavioral Flexibility,Task Switching,Set Shifting,Strategy Adaptation,The ability to maintain appropriate behavior despite the presence of competing stimuli or distractions
Behavioral Control,Behavioral Flexibility,Error Correction,,,The ability to maintain focus and behavior despite environmental distractions
Behavioral Control,Behavioral Flexibility,Error Correction,Error Detection,,The ability to maintain behavior despite external environmental disruptions
Behavioral Control,Behavioral Flexibility,Error Correction,Error Detection,Performance Monitoring,The ability to maintain behavior despite internal thoughts or urges
Behavioral Control,Behavioral Flexibility,Error Correction,Error Detection,Outcome Evaluation,The ability to suppress alternative behavioral responses when they conflict with task goals
Behavioral Control,Behavioral Flexibility,Error Correction,Behavioral Adjustment,,The ability to understand and follow rules and directions from authority figures.
Behavioral Control,Behavioral Flexibility,Error Correction,Behavioral Adjustment,Correction Implementation,The ability to suppress automatic or habitual responses
Behavioral Control,Behavioral Flexibility,Error Correction,Behavioral Adjustment,Learning Integration,The ability to choose appropriate responses when multiple options are available
Physical Health and Activity,,,,,The ability to adapt behavior in response to changing environmental demands or feedback
Physical Health and Activity,Motor Function,,,,The ability to effectively transition between different activities or behavioral requirements
Physical Health and Activity,Motor Function,Gross Motor Skills,,,The ability to quickly and efficiently switch between different tasks or behaviors
Physical Health and Activity,Motor Function,Gross Motor Skills,Balance and Stability,,The ability to rapidly disengage from one task or behavioral pattern
Physical Health and Activity,Motor Function,Gross Motor Skills,Balance and Stability,Static Balance,The ability to quickly engage in and start performing a new task
Physical Health and Activity,Motor Function,Gross Motor Skills,Balance and Stability,Dynamic Balance,The ability to adjust behavioral patterns when task requirements change
Physical Health and Activity,Motor Function,Gross Motor Skills,Locomotion,,The ability to switch between different sets of rules or requirements
Physical Health and Activity,Motor Function,Gross Motor Skills,Locomotion,Gait Pattern,The ability to modify behavioral strategies based on changing demands
Physical Health and Activity,Motor Function,Gross Motor Skills,Locomotion,Movement Transitions,The ability to recognize and modify behavior based on feedback or mistakes
Physical Health and Activity,Motor Function,Gross Motor Skills,Object Control,,The ability to recognize when behavior has resulted in mistakes or undesired outcomes
Physical Health and Activity,Motor Function,Gross Motor Skills,Object Control,Throwing Accuracy,The ability to actively monitor ongoing behavior for errors
Physical Health and Activity,Motor Function,Gross Motor Skills,Object Control,Catching Ability,The ability to assess whether behavioral outcomes match intended goals
Physical Health and Activity,Motor Function,Fine Motor Skills,,,The ability to modify behavior based on previous errors or feedback
Physical Health and Activity,Motor Function,Fine Motor Skills,Manual Dexterity,,The ability to execute necessary behavioral changes after identifying errors
Physical Health and Activity,Motor Function,Fine Motor Skills,Manual Dexterity,Finger Manipulation,The ability to incorporate feedback into future behavioral patterns
Physical Health and Activity,Motor Function,Fine Motor Skills,Manual Dexterity,Hand-Object Coordination,"Overall physical wellbeing and engagement in physical activities, encompassing both health status and movement patterns"
Physical Health and Activity,Motor Function,Fine Motor Skills,Visual-Motor Integration,,"Capability and coordination in both gross and fine motor activities, including balance, strength, and dexterity"
Physical Health and Activity,Motor Function,Fine Motor Skills,Visual-Motor Integration,Eye-Hand Coordination,Control and coordination of large muscle groups for whole-body movements and activities
Physical Health and Activity,Motor Function,Fine Motor Skills,Visual-Motor Integration,Spatial-Motor Integration,Ability to maintain postural control and equilibrium during static and dynamic activities
Physical Health and Activity,Motor Function,Fine Motor Skills,Grip Strength,,Ability to maintain equilibrium while standing still or holding a position
Physical Health and Activity,Motor Function,Fine Motor Skills,Grip Strength,Power Grip,Ability to maintain equilibrium during movement or when responding to external forces
Physical Health and Activity,Motor Function,Fine Motor Skills,Grip Strength,Precision Grip,Ability to move and transition between different positions and locations
Physical Health and Activity,Motor Function,Motor Planning,,,Quality and efficiency of walking pattern
Physical Health and Activity,Motor Function,Motor Planning,Movement Sequencing,,Ability to smoothly change between different positions and movements
Physical Health and Activity,Motor Function,Motor Planning,Motor Adaptation,,Ability to manipulate and control objects using large muscle groups
Physical Health and Activity,Motor Function,Motor Planning,Motor Learning,,Precision in projecting objects toward intended targets
Physical Health and Activity,Physical Fitness,,,,Skill in intercepting and controlling moving objects
Physical Health and Activity,Physical Fitness,Cardiovascular Endurance,,,"Precise control of small muscle movements, particularly in hands and fingers"
Physical Health and Activity,Physical Fitness,Cardiovascular Endurance,Aerobic Capacity,,Skilled and coordinated use of hands in manipulation tasks
Physical Health and Activity,Physical Fitness,Cardiovascular Endurance,Exercise Recovery,,Precise control and movement of individual fingers
Physical Health and Activity,Physical Fitness,Muscular Capacity,,,Ability to manipulate objects with appropriate force and precision
Physical Health and Activity,Physical Fitness,Muscular Capacity,Muscle Strength,,Coordination between visual perception and fine motor control
Physical Health and Activity,Physical Fitness,Muscular Capacity,Muscle Endurance,,Ability to coordinate hand movements with visual input
Physical Health and Activity,Physical Fitness,Physical Flexibility,,,Ability to organize motor responses based on spatial information
Physical Health and Activity,Physical Fitness,Physical Flexibility,Joint Mobility,,Ability to exert force in grasping and holding objects
Physical Health and Activity,Physical Fitness,Physical Flexibility,Muscle Extensibility,,Strength in whole-hand grasping of objects
Physical Health and Activity,Sleep Patterns,,,,Control in fine pincer and precision grasping
Physical Health and Activity,Sleep Patterns,Sleep Duration,,,"Ability to plan, sequence, and execute novel or complex motor actions"
Physical Health and Activity,Sleep Patterns,Sleep Quality,,,Ability to organize and perform motor actions in the correct order
Physical Health and Activity,Sleep Patterns,Circadian Rhythm,,,Ability to adjust motor responses based on environmental demands
Physical Health and Activity,Energy Regulation,,,,Capacity to acquire and refine new motor skills through practice
Physical Health and Activity,Energy Regulation,Energy Level,,,"Overall body conditioning including cardiovascular endurance, muscular strength, flexibility, and body composition"
Physical Health and Activity,Energy Regulation,Fatigue Management,,,Capacity of the heart and lungs to sustain physical activity
Physical Health and Activity,Physical Health Status,,,,Maximum oxygen uptake and utilization during sustained activity
Physical Health and Activity,Physical Health Status,Vital Functions,,,Rate of physiological return to baseline after exertion
Physical Health and Activity,Physical Health Status,Vital Functions,Cardiovascular Function,,Combined muscular strength and endurance across major muscle groups
Physical Health and Activity,Physical Health Status,Vital Functions,Cardiovascular Function,Heart Rate Control,Maximum force production capability of muscles
Physical Health and Activity,Physical Health Status,Vital Functions,Cardiovascular Function,Blood Pressure Regulation,Ability to sustain muscle activity over time
Physical Health and Activity,Physical Health Status,Vital Functions,Respiratory Function,,Range of motion in joints and muscle groups
Physical Health and Activity,Physical Health Status,Vital Functions,Respiratory Function,Breathing Rate Control,Range of movement available at specific joints
Physical Health and Activity,Physical Health Status,Vital Functions,Respiratory Function,Respiratory Capacity,Ability of muscles to lengthen and stretch
Physical Health and Activity,Physical Health Status,Vital Functions,Temperature Regulation,,"Quality, duration, and regulation of sleep-wake cycles"
Physical Health and Activity,Physical Health Status,Vital Functions,Temperature Regulation,Heat Production,Total amount of sleep obtained within a 24-hour period
Physical Health and Activity,Physical Health Status,Vital Functions,Temperature Regulation,Heat Dissipation,"Depth and restfulness of sleep, including sleep continuity"
Physical Health and Activity,Physical Health Status,Immune Function,,,Regularity and timing of sleep-wake patterns
Physical Health and Activity,Physical Health Status,Immune Function,Immune Response,,Management and maintenance of energy levels throughout daily activities
Physical Health and Activity,Physical Health Status,Immune Function,Recovery Capacity,,Overall vitality and available energy for daily activities
Physical Health and Activity,Physical Health Status,Body Systems Integration,,,Ability to manage and recover from physical exertion
Physical Health and Activity,Physical Health Status,Body Systems Integration,Metabolic Function,,"General health condition including vital functions, immune system functioning, and absence/presence of illness"
Physical Health and Activity,Physical Health Status,Body Systems Integration,Hormonal Balance,,Basic life-sustaining physiological processes
Attention and Perception,,,,,"Heart and blood vessel functioning, including blood pressure and circulation"
Attention and Perception,Attention,,,,Regulation and adaptability of heart rate to activity demands
Attention and Perception,Attention,Sustained Attention,,,Maintenance of appropriate blood pressure levels
Attention and Perception,Attention,Sustained Attention,Vigilance,,Breathing efficiency and oxygen exchange capacity
Attention and Perception,Attention,Sustained Attention,Vigilance,Signal Detection,Regulation of breathing rate and depth
Attention and Perception,Attention,Sustained Attention,Vigilance,Alertness Maintenance,Lung volume and oxygen exchange efficiency
Attention and Perception,Attention,Sustained Attention,Task Persistence,,Ability to maintain appropriate body temperature
Attention and Perception,Attention,Sustained Attention,Task Persistence,Performance Stability,Capacity to generate body heat when needed
Attention and Perception,Attention,Sustained Attention,Task Persistence,Fatigue Resistance,Ability to cool down through sweating and vasodilation
Attention and Perception,Attention,Selective Attention,,,Body's capacity to resist and recover from illness
Attention and Perception,Attention,Selective Attention,Distractor Resistance,,Effectiveness of the immune system in responding to threats
Attention and Perception,Attention,Selective Attention,Distractor Resistance,Visual Distractor Resistance,Speed and completeness of recovery from illness
Attention and Perception,Attention,Selective Attention,Distractor Resistance,Auditory Distractor Resistance,Coordinated functioning of major body systems
Attention and Perception,Attention,Selective Attention,Attentional Filtering,,Efficiency of energy production and utilization
Attention and Perception,Attention,Selective Attention,Attentional Filtering,Perceptual Filtering,Regulation and coordination of endocrine system functions
Attention and Perception,Attention,Selective Attention,Attentional Filtering,Cognitive Filtering,"The ability to focus on, process, and interpret sensory information and maintain mental concentration on specific stimuli or tasks."
Attention and Perception,Attention,Divided Attention,,,The cognitive process of selectively concentrating on specific aspects of the environment while ignoring others.
Attention and Perception,Attention,Divided Attention,Dual-Task Processing,,The ability to maintain focus and alertness over an extended period of time while performing a task.
Attention and Perception,Attention,Divided Attention,Dual-Task Processing,Cross-Modal Processing,The ability to maintain alertness and detect rare or unexpected events over prolonged periods.
Attention and Perception,Attention,Divided Attention,Dual-Task Processing,Within-Modal Processing,The ability to discriminate between meaningful signals and background noise during prolonged monitoring.
Attention and Perception,Attention,Divided Attention,Resource Allocation,,The ability to maintain an optimal state of readiness to respond to relevant stimuli over time.
Attention and Perception,Attention,Divided Attention,Resource Allocation,Task Prioritization,The ability to maintain consistent performance on a continuous task without significant degradation.
Attention and Perception,Attention,Divided Attention,Resource Allocation,Resource Flexibility,The ability to maintain consistent accuracy and speed throughout a continuous task.
Attention and Perception,Sensory Perception,,,,The ability to maintain performance despite increasing mental fatigue.
Attention and Perception,Sensory Perception,Visual Perception,,,The ability to focus on relevant stimuli while filtering out irrelevant distractions in the environment.
Attention and Perception,Sensory Perception,Visual Perception,Form Perception,,The ability to maintain focus on target stimuli in the presence of competing distractors.
Attention and Perception,Sensory Perception,Visual Perception,Form Perception,Object Recognition,The ability to maintain focus on visual targets despite visual distractors.
Attention and Perception,Sensory Perception,Visual Perception,Form Perception,Shape Discrimination,The ability to maintain focus on auditory targets despite competing sounds.
Attention and Perception,Sensory Perception,Visual Perception,Depth Perception,,The ability to effectively screen out irrelevant information while processing relevant stimuli.
Attention and Perception,Sensory Perception,Visual Perception,Depth Perception,Binocular Depth Perception,The ability to filter out irrelevant sensory information at the perceptual level.
Attention and Perception,Sensory Perception,Visual Perception,Depth Perception,Monocular Depth Perception,The ability to filter out irrelevant information at the cognitive processing level.
Attention and Perception,Sensory Perception,Visual Perception,Color Perception,,The ability to attend to and process multiple tasks or stimuli simultaneously.
Attention and Perception,Sensory Perception,Visual Perception,Color Perception,Color Discrimination,The ability to effectively perform two distinct tasks simultaneously.
Attention and Perception,Sensory Perception,Visual Perception,Color Perception,Color Memory,The ability to process information from different sensory modalities simultaneously.
Attention and Perception,Sensory Perception,Auditory Perception,,,The ability to process multiple stimuli within the same sensory modality.
Attention and Perception,Sensory Perception,Auditory Perception,Phonological Processing,,The ability to understand and respect private versus public information and interactions.
Attention and Perception,Sensory Perception,Auditory Perception,Phonological Processing,Phonemic Awareness,The ability to distribute cognitive resources appropriately across multiple simultaneous tasks.
Attention and Perception,Sensory Perception,Auditory Perception,Phonological Processing,Sound Blending,"The ability to understand and process spoken language, including vocabulary, grammar, and complex instructions"
Attention and Perception,Sensory Perception,Auditory Perception,Auditory Discrimination,,The ability to allocate resources based on task importance and demands.
Attention and Perception,Sensory Perception,Auditory Perception,Auditory Discrimination,Frequency Discrimination,The ability to dynamically adjust resource allocation based on changing task demands.
Attention and Perception,Sensory Perception,Auditory Perception,Auditory Discrimination,Temporal Discrimination,"The ability to receive, organize and interpret information from the various senses to create meaningful experiences of the environment."
Attention and Perception,Sensory Perception,Tactile Perception,,,The ability to interpret and understand visual information from the environment.
Attention and Perception,Sensory Perception,Tactile Perception,Tactile Discrimination,,"The ability to discriminate and recognize shapes, symbols, and objects."
Attention and Perception,Sensory Perception,Tactile Perception,Tactile Discrimination,Texture Discrimination,The ability to identify and categorize specific objects in the environment.
Attention and Perception,Sensory Perception,Tactile Perception,Tactile Discrimination,Pressure Discrimination,The ability to distinguish between different geometric forms and patterns.
Attention and Perception,Sensory Perception,Tactile Perception,Proprioception,,The ability to perceive and judge distances between objects in three-dimensional space.
Attention and Perception,Sensory Perception,Tactile Perception,Proprioception,Joint Position Sense,The ability to perceive depth using information from both eyes.
Attention and Perception,Sensory Perception,Tactile Perception,Proprioception,Movement Detection,The ability to perceive depth using single-eye cues like perspective and size.
Attention and Perception,Perceptual Organization,,,,The ability to discriminate and identify different colors and their relationships.
Attention and Perception,Perceptual Organization,Pattern Recognition,,,The ability to identify and understand recurring patterns and relationships.
Attention and Perception,Perceptual Organization,Pattern Recognition,Visual Pattern Recognition,,The ability to distinguish between different hues and shades of color.
Attention and Perception,Perceptual Organization,Pattern Recognition,Visual Pattern Recognition,Visual Sequential Processing,The ability to remember and recognize specific colors accurately.
Attention and Perception,Perceptual Organization,Pattern Recognition,Visual Pattern Recognition,Visual Gestalt Processing,The ability to interpret and understand sounds and verbal information from the environment.
Attention and Perception,Perceptual Organization,Pattern Recognition,Auditory Pattern Recognition,,The ability to recognize and manipulate speech sounds.
Attention and Perception,Perceptual Organization,Pattern Recognition,Auditory Pattern Recognition,Rhythmic Pattern Processing,The ability to identify and manipulate individual speech sounds.
Attention and Perception,Perceptual Organization,Pattern Recognition,Auditory Pattern Recognition,Melodic Pattern Processing,The ability to combine individual speech sounds into meaningful units.
Attention and Perception,Perceptual Organization,Spatial Organization,,,"The ability to detect differences between sounds, including pitch, volume, and duration."
Attention and Perception,Perceptual Organization,Spatial Organization,Mental Rotation,,The ability to distinguish between different sound frequencies and pitches.
Attention and Perception,Perceptual Organization,Spatial Organization,Mental Rotation,2D Rotation,The ability to distinguish between sounds based on their timing and duration.
Attention and Perception,Perceptual Organization,Spatial Organization,Mental Rotation,3D Rotation,The ability to interpret and understand touch sensations and physical information from the environment.
Attention and Perception,Perceptual Organization,Spatial Organization,Spatial Relations,,"The ability to distinguish between different textures, shapes, and sensations through touch."
Attention and Perception,Perceptual Organization,Spatial Organization,Spatial Relations,Spatial Location,The ability to distinguish between different surface qualities through touch.
Attention and Perception,Perceptual Organization,Spatial Organization,Spatial Relations,Spatial Navigation,The ability to distinguish between different levels of applied pressure.
Attention and Perception,Perceptual Organization,Temporal Organization,,,The ability to sense the position and movement of body parts without visual input.
Attention and Perception,Perceptual Organization,Temporal Organization,Sequence Processing,,The ability to perceive the position of joints and limbs in space.
Attention and Perception,Perceptual Organization,Temporal Organization,Sequence Processing,Order Memory,The ability to detect and monitor changes in body position and movement.
Attention and Perception,Perceptual Organization,Temporal Organization,Sequence Processing,Temporal Order Judgment,"The ability to make sense of and organize visual, auditory, and other sensory information into meaningful patterns and wholes."
Attention and Perception,Perceptual Organization,Temporal Organization,Temporal Integration,,The ability to identify and categorize sensory information into meaningful patterns based on previous experience or knowledge.
Attention and Perception,Perceptual Organization,Temporal Organization,Temporal Integration,Cross-temporal Binding,The ability to identify and categorize visual patterns and sequences.
Attention and Perception,Perceptual Organization,Temporal Organization,Temporal Integration,Duration Processing,The ability to process and remember sequences of visual information.
Adaptive Functioning and Life Skills,,,,,The ability to perceive and understand whole patterns from incomplete visual information.
Adaptive Functioning and Life Skills,Daily Living Skills,,,,The ability to identify and categorize patterns in sound and speech.
Adaptive Functioning and Life Skills,Daily Living Skills,Personal Care,,,The ability to recognize and process patterns in rhythmic sequences.
Adaptive Functioning and Life Skills,Daily Living Skills,Personal Care,Hygiene Management,,The ability to recognize and process patterns in pitch sequences.
Adaptive Functioning and Life Skills,Daily Living Skills,Personal Care,Hygiene Management,Basic Hygiene Tasks,The ability to understand and manipulate the relationship between objects in space.
Adaptive Functioning and Life Skills,Daily Living Skills,Personal Care,Hygiene Management,Shower/Bath Management,The ability to mentally manipulate and rotate objects in space.
Adaptive Functioning and Life Skills,Daily Living Skills,Personal Care,Hygiene Management,Specialized Hygiene Care,The ability to mentally rotate objects in two-dimensional space.
Adaptive Functioning and Life Skills,Daily Living Skills,Personal Care,Dressing Skills,,The ability to mentally rotate objects in three-dimensional space.
Adaptive Functioning and Life Skills,Daily Living Skills,Personal Care,Dressing Skills,Clothing Selection,"The ability to understand the relationships between objects in terms of position, direction, and distance."
Adaptive Functioning and Life Skills,Daily Living Skills,Personal Care,Dressing Skills,Dressing Process,The ability to determine and remember the position of objects in space.
Adaptive Functioning and Life Skills,Daily Living Skills,Personal Care,Dressing Skills,Clothing Maintenance,The ability to plan and execute movements through space.
Adaptive Functioning and Life Skills,Daily Living Skills,Personal Care,Grooming,,The ability to process and organize sequential information and understand temporal relationships.
Adaptive Functioning and Life Skills,Daily Living Skills,Personal Care,Grooming,Hair Care,The ability to understand and remember the order of events or items in time.
Adaptive Functioning and Life Skills,Daily Living Skills,Personal Care,Grooming,Facial Care,The ability to remember the specific sequence of items or events.
Adaptive Functioning and Life Skills,Daily Living Skills,Personal Care,Grooming,Personal Presentation,The ability to determine which of two events occurred first in time.
Adaptive Functioning and Life Skills,Daily Living Skills,Household Management,,,The ability to combine information across time to form coherent representations.
Adaptive Functioning and Life Skills,Daily Living Skills,Household Management,Cleaning and Organization,,The ability to integrate information presented at different times into a unified perception.
Adaptive Functioning and Life Skills,Daily Living Skills,Household Management,Cleaning and Organization,Surface Cleaning,The ability to process and estimate time intervals accurately.
Adaptive Functioning and Life Skills,Daily Living Skills,Household Management,Cleaning and Organization,Space Organization,"The ability to effectively manage daily activities, meet personal needs, and adapt to environmental demands across various life contexts"
Adaptive Functioning and Life Skills,Daily Living Skills,Household Management,Cleaning and Organization,Supply Management,The ability to perform basic and instrumental activities of daily living necessary for independent functioning
Adaptive Functioning and Life Skills,Daily Living Skills,Household Management,Meal Management,,"The ability to maintain personal hygiene, grooming, and appropriate dress"
Adaptive Functioning and Life Skills,Daily Living Skills,Household Management,Meal Management,Food Safety,"The ability to maintain cleanliness through activities such as bathing, dental care, and hand washing"
Adaptive Functioning and Life Skills,Daily Living Skills,Household Management,Meal Management,Meal Preparation,The ability to perform fundamental hygiene activities like washing hands and brushing teeth
Adaptive Functioning and Life Skills,Daily Living Skills,Household Management,Meal Management,Kitchen Organization,The ability to independently maintain body cleanliness through proper bathing routines
Adaptive Functioning and Life Skills,Daily Living Skills,Household Management,Home Maintenance,,The ability to perform specific hygiene tasks like nail trimming and skin care maintenance
Adaptive Functioning and Life Skills,Daily Living Skills,Household Management,Home Maintenance,Basic Repairs,The ability to select and put on weather-appropriate and situation-appropriate clothing
Adaptive Functioning and Life Skills,Daily Living Skills,Household Management,Home Maintenance,Maintenance Scheduling,"The ability to choose appropriate clothing based on weather, occasion, and social context"
Adaptive Functioning and Life Skills,Daily Living Skills,Household Management,Home Maintenance,Safety Systems,The ability to physically put on and remove clothing items independently
Adaptive Functioning and Life Skills,Daily Living Skills,Health Management,,,The ability to care for clothing including basic cleaning and organization
Adaptive Functioning and Life Skills,Daily Living Skills,Health Management,Medication Management,,"The ability to maintain appearance through activities such as hair care, nail care, and skin care"
Adaptive Functioning and Life Skills,Daily Living Skills,Health Management,Preventive Health Care,,The ability to maintain appropriate hair hygiene and styling
Adaptive Functioning and Life Skills,Daily Living Skills,Health Management,Symptom Recognition,,The ability to maintain facial hygiene and grooming
Adaptive Functioning and Life Skills,Community Navigation,,,,The ability to maintain overall neat and appropriate appearance
Adaptive Functioning and Life Skills,Community Navigation,Transportation Use,,,"The ability to maintain living space, perform household tasks, and manage basic home responsibilities"
Adaptive Functioning and Life Skills,Community Navigation,Transportation Use,Route Planning,,The ability to maintain cleanliness and order in living spaces
Adaptive Functioning and Life Skills,Community Navigation,Transportation Use,Public Transit Use,,The ability to clean and maintain various household surfaces
Adaptive Functioning and Life Skills,Community Navigation,Transportation Use,Transportation Safety,,The ability to arrange and maintain orderly living spaces
Adaptive Functioning and Life Skills,Community Navigation,Resource Utilization,,,The ability to maintain and organize household cleaning supplies
Adaptive Functioning and Life Skills,Community Navigation,Resource Utilization,Service Navigation,,"The ability to plan, prepare, and store food safely"
Adaptive Functioning and Life Skills,Community Navigation,Resource Utilization,Information Seeking,,The ability to handle and store food according to safety guidelines
Adaptive Functioning and Life Skills,Community Navigation,Resource Utilization,Service Engagement,,The ability to follow recipes and prepare basic meals
Adaptive Functioning and Life Skills,Safety Awareness,,,,The ability to maintain an organized and functional kitchen space
Adaptive Functioning and Life Skills,Safety Awareness,Risk Recognition,,,The ability to identify and address basic household repairs and maintenance needs
Adaptive Functioning and Life Skills,Safety Awareness,Risk Recognition,Environmental Hazards,,The ability to perform simple household repairs and maintenance tasks
Adaptive Functioning and Life Skills,Safety Awareness,Risk Recognition,Social Safety,,The ability to plan and track regular home maintenance tasks
Adaptive Functioning and Life Skills,Safety Awareness,Risk Recognition,Health Hazards,,The ability to maintain and monitor home safety systems
Adaptive Functioning and Life Skills,Safety Awareness,Emergency Response,,,"The ability to maintain personal health, including medication management, basic first aid, and healthcare routines"
Adaptive Functioning and Life Skills,Safety Awareness,Emergency Response,Emergency Protocol Implementation,,The ability to take prescribed medications correctly and maintain medication schedules
Adaptive Functioning and Life Skills,Safety Awareness,Emergency Response,Help-Seeking,,The ability to maintain regular health check-ups and follow preventive health practices
Adaptive Functioning and Life Skills,Safety Awareness,Emergency Response,Basic Emergency Skills,,The ability to identify and respond to signs of illness or health changes
Adaptive Functioning and Life Skills,Time Management,,,,"The ability to estimate time, prioritize tasks, and meet deadlines."
Adaptive Functioning and Life Skills,Time Management,Schedule Planning,,,"The ability to access and utilize community resources, navigate public spaces, and interact with various social systems"
Adaptive Functioning and Life Skills,Time Management,Schedule Planning,Calendar Management,,The ability to use various forms of transportation and navigate from place to place
Adaptive Functioning and Life Skills,Time Management,Schedule Planning,Routine Development,,The ability to plan and follow travel routes using maps and navigation tools
Adaptive Functioning and Life Skills,Time Management,Schedule Planning,Schedule Adjustment,,The ability to use public transportation systems effectively
Adaptive Functioning and Life Skills,Time Management,Task Prioritization,,,The ability to maintain consistent performance on a continuous task without significant degradation.
Adaptive Functioning and Life Skills,Time Management,Task Prioritization,Task Assessment,,The ability to follow safety rules and protocols while using various forms of transportation
Adaptive Functioning and Life Skills,Time Management,Task Prioritization,Time Allocation,,"The ability to identify, access, and effectively use community services and resources"
Adaptive Functioning and Life Skills,Time Management,Task Prioritization,Deadline Management,,The ability to locate and access appropriate community services and support
Adaptive Functioning and Life Skills,Financial Management,,,,The ability to gather necessary information about available resources and services
