level_1,level_2,level_3,level_4,level_5,description
Behavioral Control,Response Inhibition,Motor Inhibition,Fine Motor Control,Manual Precision,The ability to resist responding to tempting or distracting stimuli
Behavioral Control,Response Inhibition,Motor Inhibition,Fine Motor Control,Small Movement Regulation,The ability to identify triggering stimuli and resulting impulses
Behavioral Control,Response Inhibition,Interference Control,,,The ability to filter out irrelevant information and maintain focus on relevant information.
Behavioral Control,Response Inhibition,Interference Control,Distractor Resistance,,The ability to actively maintain restraint against identified impulses
Behavioral Control,Response Inhibition,Interference Control,Distractor Resistance,Environmental Filtering,The ability to prevent the initiation of a prepared but inappropriate response
Behavioral Control,Response Inhibition,Interference Control,Distractor Resistance,Attention Maintenance,The ability to recognize and prepare for potentially inappropriate responses
Behavioral Control,Response Inhibition,Interference Control,Conflict Resolution,,The ability to develop and establish new friendships
Behavioral Control,Response Inhibition,Interference Control,Conflict Resolution,Response Prioritization,The ability to stop a response before it begins
Behavioral Control,Response Inhibition,Interference Control,Conflict Resolution,Competing Response Management,The ability to stop or suppress inappropriate or unwanted behavioral responses when necessary
Behavioral Control,Self-Regulation,,,,The ability to stop or suppress physical movements or actions when required
Behavioral Control,Self-Regulation,Behavioral Monitoring,,,The ability to inhibit large body movements when necessary
Behavioral Control,Self-Regulation,Behavioral Monitoring,Performance Awareness,,The ability to inhibit and maintain control over body posture
Behavioral Control,Self-Regulation,Behavioral Monitoring,Performance Awareness,Behavior Impact Assessment,The ability to stop ongoing large motor movements
Behavioral Control,Self-Regulation,Behavioral Monitoring,Performance Awareness,Goal Progress Monitoring,"The ability to suppress small, precise movements when required"
Behavioral Control,Self-Regulation,Behavioral Monitoring,Error Detection,,The ability to control and inhibit precise hand movements
Behavioral Control,Self-Regulation,Behavioral Monitoring,Error Detection,Real-time Recognition,The ability to regulate and suppress small muscle movements
Behavioral Control,Self-Regulation,Behavioral Monitoring,Error Detection,Pattern Identification,The ability to filter out irrelevant stimuli or competing responses to maintain appropriate behavior
Behavioral Control,Self-Regulation,Strategy Implementation,,,The ability to maintain focus and appropriate behavior despite environmental distractions
Behavioral Control,Self-Regulation,Strategy Implementation,Strategy Selection,,The ability to filter out irrelevant environmental stimuli
Behavioral Control,Self-Regulation,Strategy Implementation,Strategy Selection,Context Analysis,The ability to sustain focus despite competing distractions
Behavioral Control,Self-Regulation,Strategy Implementation,Strategy Selection,Strategy Matching,The ability to select appropriate responses when faced with competing behavioral options
Behavioral Control,Self-Regulation,Strategy Implementation,Strategy Execution,,The ability to identify and select the most appropriate response option
Behavioral Control,Self-Regulation,Strategy Implementation,Strategy Execution,Implementation Timing,The ability to manage multiple competing response tendencies
Behavioral Control,Self-Regulation,Strategy Implementation,Strategy Execution,Strategy Maintenance,"The ability to monitor and adjust one's behavior, emotions, and cognitive processes to meet environmental demands and personal standards"
Behavioral Control,Behavioral Flexibility,,,,The ability to observe and evaluate one's own behavior in relation to situational demands and personal goals
Behavioral Control,Behavioral Flexibility,Rule Shifting,,,The ability to recognize and evaluate the effectiveness of one's behavioral choices
Behavioral Control,Behavioral Flexibility,Rule Shifting,Rule Learning,,The ability to evaluate the consequences of one's actions
Behavioral Control,Behavioral Flexibility,Rule Shifting,Rule Learning,Rule Comprehension,The ability to track behavior in relation to intended goals
Behavioral Control,Behavioral Flexibility,Rule Shifting,Rule Learning,Rule Integration,The ability to identify mistakes or inappropriate behaviors in real-time
Behavioral Control,Behavioral Flexibility,Rule Shifting,Set Switching,,The ability to identify behavioral errors as they occur
Behavioral Control,Behavioral Flexibility,Rule Shifting,Set Switching,Transition Speed,The ability to recognize recurring behavioral mistakes
Behavioral Control,Behavioral Flexibility,Rule Shifting,Set Switching,Rule Maintenance,The ability to apply appropriate regulatory strategies to manage behavior in different situations
Behavioral Control,Behavioral Flexibility,Adaptive Response,,,The ability to choose appropriate behavioral strategies based on situational demands
Behavioral Control,Behavioral Flexibility,Adaptive Response,Feedback Integration,,The ability to assess situational requirements for strategy selection
Behavioral Control,Behavioral Flexibility,Adaptive Response,Feedback Integration,Feedback Recognition,The ability to pair appropriate strategies with specific situations
Behavioral Control,Behavioral Flexibility,Adaptive Response,Feedback Integration,Adjustment Implementation,The ability to effectively implement chosen behavioral regulation strategies
Behavioral Control,Behavioral Flexibility,Adaptive Response,Response Modification,,The ability to initiate strategies at appropriate moments
Behavioral Control,Behavioral Flexibility,Adaptive Response,Response Modification,Pattern Recognition,The ability to identify and understand recurring patterns and relationships.
Behavioral Control,Behavioral Flexibility,Adaptive Response,Response Modification,Behavioral Adaptation,The ability to consistently apply chosen strategies
Physical Health and Activity,,,,,The capacity to adapt and modify behavior in response to changing circumstances or feedback
Physical Health and Activity,Motor Function,,,,The ability to adjust behavior when rules or expectations change
Physical Health and Activity,Motor Function,Fine Motor Skills,,,The ability to understand and internalize new behavioral rules or expectations
Physical Health and Activity,Motor Function,Fine Motor Skills,Hand-Eye Coordination,,The ability to understand the requirements of new behavioral rules
Physical Health and Activity,Motor Function,Fine Motor Skills,Hand-Eye Coordination,Target Accuracy,The ability to incorporate new rules into existing behavioral patterns
Physical Health and Activity,Motor Function,Fine Motor Skills,Hand-Eye Coordination,Visual Tracking Control,The ability to transition between different sets of behavioral rules or expectations
Physical Health and Activity,Motor Function,Fine Motor Skills,Manual Dexterity,,The ability to quickly shift between different behavioral rules
Physical Health and Activity,Motor Function,Fine Motor Skills,Manual Dexterity,Grip Control,The ability to maintain new rules while suppressing old ones
Physical Health and Activity,Motor Function,Fine Motor Skills,Manual Dexterity,Object Manipulation,The ability to modify behavioral patterns based on environmental feedback or consequences
Physical Health and Activity,Motor Function,Fine Motor Skills,Handwriting Control,,The ability to incorporate feedback to adjust ongoing behavior
Physical Health and Activity,Motor Function,Fine Motor Skills,Handwriting Control,Letter Formation,The ability to identify and interpret behavioral feedback
Physical Health and Activity,Motor Function,Fine Motor Skills,Handwriting Control,Writing Fluency,The ability to make behavioral changes based on received feedback
Physical Health and Activity,Motor Function,Gross Motor Skills,,,The ability to alter established behavioral patterns when they are no longer effective
Physical Health and Activity,Motor Function,Gross Motor Skills,Locomotion,,The ability to identify ineffective behavioral patterns
Physical Health and Activity,Motor Function,Gross Motor Skills,Balance Control,,The ability to implement alternative behavioral responses
Physical Health and Activity,Motor Function,Gross Motor Skills,Bilateral Coordination,,"Overall physical well-being and engagement in physical activities, encompassing both bodily health and movement capabilities"
Physical Health and Activity,Motor Function,Motor Planning,,,"Ability to control and coordinate body movements, including both fine and gross motor skills"
Physical Health and Activity,Motor Function,Motor Planning,Movement Sequencing,,"Precise movements involving small muscle groups, particularly in hands and fingers"
Physical Health and Activity,Motor Function,Motor Planning,Motor Adaptation,,Ability to coordinate hand movements with visual input
Physical Health and Activity,Motor Function,Motor Planning,Movement Timing,,Precision in reaching and interacting with specific targets
Physical Health and Activity,Physical Fitness,,,,Ability to maintain hand coordination while following moving visual stimuli
Physical Health and Activity,Physical Fitness,Cardiovascular Endurance,,,Skillful manipulation of small objects with hands and fingers
Physical Health and Activity,Physical Fitness,Cardiovascular Endurance,Aerobic Capacity,,Precise regulation of force when holding objects
Physical Health and Activity,Physical Fitness,Cardiovascular Endurance,Recovery Rate,,Ability to handle and manipulate small objects with precision
Physical Health and Activity,Physical Fitness,Muscular Function,,,Precise control of writing instruments and letter formation
Physical Health and Activity,Physical Fitness,Muscular Function,Muscle Strength,,Accuracy and consistency in forming individual letters
Physical Health and Activity,Physical Fitness,Muscular Function,Muscle Endurance,,Smooth and efficient writing movement execution
Physical Health and Activity,Physical Fitness,Muscular Function,Power Generation,,Coordination of large muscle groups for whole-body movements and activities
Physical Health and Activity,Physical Fitness,Flexibility,,,"Ability to move from one place to another through walking, running, or other means"
Physical Health and Activity,Physical Fitness,Flexibility,Static Flexibility,,Maintenance of stable body position during static and dynamic activities
Physical Health and Activity,Physical Fitness,Flexibility,Dynamic Flexibility,,Coordinated use of both sides of the body during movement
Physical Health and Activity,Body Awareness,,,,"Ability to plan, sequence, and execute complex movement patterns"
Physical Health and Activity,Body Awareness,Proprioception,,,Organization and ordering of multiple motor actions
Physical Health and Activity,Body Awareness,Proprioception,Joint Position Sense,,Ability to adjust movement patterns based on environmental demands
Physical Health and Activity,Body Awareness,Proprioception,Movement Detection,,Temporal coordination of motor actions
Physical Health and Activity,Body Awareness,Vestibular Processing,,,"Overall body conditioning, including strength, endurance, flexibility, and cardiovascular health"
Physical Health and Activity,Body Awareness,Vestibular Processing,Static Balance,,Capacity of heart and lungs to sustain physical activity over time
Physical Health and Activity,Body Awareness,Vestibular Processing,Dynamic Balance,,Maximum oxygen consumption during sustained physical activity
Physical Health and Activity,Body Awareness,Tactile Processing,,,Time needed to return to baseline heart rate after exertion
Physical Health and Activity,Body Awareness,Tactile Processing,Touch Discrimination,,"Strength, endurance, and power of muscle groups"
Physical Health and Activity,Body Awareness,Tactile Processing,Pressure Sensitivity,,Maximum force that can be generated by specific muscle groups
Physical Health and Activity,Sleep Patterns,,,,Ability to sustain repeated muscle contractions over time
Physical Health and Activity,Sleep Patterns,Sleep Duration,,,Ability to generate force quickly in explosive movements
Physical Health and Activity,Sleep Patterns,Sleep Duration,Total Sleep Time,,Range of motion in joints and muscle groups
Physical Health and Activity,Sleep Patterns,Sleep Duration,Sleep Consistency,,Range of motion in held positions
Physical Health and Activity,Sleep Patterns,Sleep Quality,,,Range of motion during movement
Physical Health and Activity,Sleep Patterns,Sleep Quality,Sleep Efficiency,,"Understanding and perception of one's body position, movement, and physical sensations"
Physical Health and Activity,Sleep Patterns,Sleep Quality,Sleep Disturbance,,Awareness of body position and movement in space
Physical Health and Activity,Sleep Patterns,Circadian Rhythm,,,Awareness of the position of joints and limbs
Physical Health and Activity,Energy Level,,,,Perception of body part movement and direction
Physical Health and Activity,Energy Level,Physical Stamina,,,Sense of balance and spatial orientation
Physical Health and Activity,Energy Level,Physical Stamina,Activity Endurance,,Maintenance of equilibrium while stationary
Physical Health and Activity,Energy Level,Physical Stamina,Activity Intensity,,Maintenance of equilibrium during movement
Physical Health and Activity,Energy Level,Fatigue Management,,,Processing and response to touch sensations
Physical Health and Activity,Energy Level,Fatigue Management,Fatigue Resistance,,Ability to distinguish different types of tactile input
Physical Health and Activity,Energy Level,Fatigue Management,Recovery Efficiency,,Recognition and response to varying levels of pressure
Attention and Perception,,,,,"Quality, duration, and regulation of sleep-wake cycles"
Attention and Perception,Attention,,,,Length and consistency of sleep periods
Attention and Perception,Attention,Sustained Attention,,,Actual time spent sleeping within a 24-hour period
Attention and Perception,Attention,Sustained Attention,Vigilance,,Regularity of sleep duration across multiple days
Attention and Perception,Attention,Sustained Attention,Vigilance,Alert State Maintenance,Depth and restfulness of sleep
Attention and Perception,Attention,Sustained Attention,Vigilance,Error Detection,The ability to control and inhibit precise hand movements
Attention and Perception,Attention,Sustained Attention,Task Persistence,,Proportion of time in bed spent actually sleeping
Attention and Perception,Attention,Sustained Attention,Task Persistence,Performance Stability,Frequency and severity of sleep interruptions
Attention and Perception,Attention,Sustained Attention,Task Persistence,Fatigue Resistance,Ability to distinguish different types of tactile input
Attention and Perception,Attention,Selective Attention,,,Regular pattern of sleep-wake cycles
Attention and Perception,Attention,Selective Attention,Signal Detection,,Overall vitality and capacity for physical activity throughout daily activities
Attention and Perception,Attention,Selective Attention,Interference Control,,The ability to filter out irrelevant information and maintain focus on relevant information.
Attention and Perception,Attention,Divided Attention,,,Ability to maintain physical activity over extended periods
Attention and Perception,Attention,Divided Attention,Dual-Task Performance,,Duration of sustained physical activity without fatigue
Attention and Perception,Attention,Divided Attention,Multi-Modal Processing,,Level of energy expenditure during physical tasks
Attention and Perception,Attention,Attentional Switching,,,Capacity to regulate and recover from physical exertion
Attention and Perception,Attention,Attentional Switching,Task Switching,,The ability to shift attention between different tasks or mental sets.
Attention and Perception,Attention,Attentional Switching,Set Shifting,,Ability to maintain performance despite physical tiredness
Attention and Perception,Sensory Perception,,,,Speed and completeness of energy restoration after exertion
Attention and Perception,Sensory Perception,Visual Perception,,,"The ability to focus on, process, and interpret sensory information and maintain mental concentration on specific stimuli or tasks."
Attention and Perception,Sensory Perception,Visual Perception,Form Perception,,The cognitive process of selectively concentrating on specific aspects of the environment while ignoring others.
Attention and Perception,Sensory Perception,Visual Perception,Color Perception,,The ability to maintain focused attention over an extended period of time while performing a repetitive or continuous task.
Attention and Perception,Sensory Perception,Visual Perception,Depth Perception,,The ability to maintain alertness and attention over prolonged periods while monitoring for rare or unexpected events.
Attention and Perception,Sensory Perception,Auditory Perception,,,The ability to maintain an optimal state of readiness to detect and respond to critical signals.
Attention and Perception,Sensory Perception,Auditory Perception,Phonological Processing,,The ability to appropriately join ongoing group activities or conversations
Attention and Perception,Sensory Perception,Auditory Perception,Temporal Processing,,The ability to identify and respond to mistakes or deviations during prolonged monitoring tasks.
Attention and Perception,Sensory Perception,Auditory Perception,Sound Localization,,The ability to maintain consistent performance on a continuous task without significant deterioration over time.
Attention and Perception,Sensory Perception,Tactile Perception,,,The ability to maintain consistent accuracy and speed throughout a continuous task.
Attention and Perception,Sensory Perception,Tactile Perception,Texture Discrimination,,The ability to resist mental fatigue during prolonged task performance.
Attention and Perception,Sensory Perception,Tactile Perception,Pressure Sensitivity,,Maximum force that can be generated by specific muscle groups
Attention and Perception,Sensory Perception,Tactile Perception,Proprioception,,Organization and ordering of multiple motor actions
Attention and Perception,Perceptual Organization,,,,The ability to focus on relevant stimuli while filtering out irrelevant distractions in the environment.
Attention and Perception,Perceptual Organization,Pattern Recognition,,,The ability to identify and understand recurring patterns and relationships.
Attention and Perception,Perceptual Organization,Pattern Recognition,Visual Pattern Recognition,,The ability to distinguish relevant signals from background noise or distractions.
Attention and Perception,Perceptual Organization,Pattern Recognition,Visual Pattern Recognition,Sequential Pattern Analysis,The ability to maintain focus despite competing stimuli or distractions.
Attention and Perception,Perceptual Organization,Pattern Recognition,Visual Pattern Recognition,Gestalt Recognition,The ability to attend to and process multiple tasks or stimuli simultaneously.
Attention and Perception,Perceptual Organization,Pattern Recognition,Auditory Pattern Recognition,,The ability to effectively perform two distinct tasks simultaneously.
Attention and Perception,Perceptual Organization,Pattern Recognition,Auditory Pattern Recognition,Rhythm Recognition,The ability to process information from different sensory modalities simultaneously.
Attention and Perception,Perceptual Organization,Pattern Recognition,Auditory Pattern Recognition,Melodic Pattern Processing,"The ability to flexibly shift attention between different tasks, operations, or mental sets."
Attention and Perception,Perceptual Organization,Spatial Organization,,,The ability to efficiently transition between different cognitive tasks or operations.
Attention and Perception,Perceptual Organization,Spatial Organization,Mental Rotation,,The ability to mentally rotate and manipulate objects in space.
Attention and Perception,Perceptual Organization,Spatial Organization,Spatial Relations,,The ability to adapt behavior in response to changing rules or environmental demands.
Attention and Perception,Perceptual Organization,Perceptual Integration,,,"The ability to receive, organize and interpret sensory information from the environment through different sensory modalities."
Attention and Perception,Perceptual Organization,Perceptual Integration,Cross-Modal Integration,,"The ability to recognize, discriminate, and process visual information from the environment."
Attention and Perception,Perceptual Organization,Perceptual Integration,Figure-Ground Perception,,"The ability to discriminate and recognize shapes, symbols, and objects."
Attention and Perception,Processing Speed,,,,The efficiency and speed with which cognitive tasks are performed and information is processed.
Attention and Perception,Processing Speed,Mental Processing Speed,,,The ability to discriminate and identify different colors and their relationships.
Attention and Perception,Processing Speed,Mental Processing Speed,Decision Speed,,The speed at which simple decisions can be made.
Attention and Perception,Processing Speed,Mental Processing Speed,Decision Speed,Simple Decision Speed,The ability to perceive and judge distances and spatial relationships in three dimensions.
Attention and Perception,Processing Speed,Mental Processing Speed,Decision Speed,Complex Decision Speed,"The ability to recognize, discriminate, and process auditory information from the environment."
Attention and Perception,Processing Speed,Mental Processing Speed,Information Processing Rate,,The ability to recognize and manipulate sound units in spoken language.
Attention and Perception,Processing Speed,Mental Processing Speed,Information Processing Rate,Visual Processing Speed,The speed of processing and responding to visual stimuli.
Attention and Perception,Processing Speed,Mental Processing Speed,Information Processing Rate,Auditory Processing Speed,The speed of processing and responding to auditory stimuli.
Attention and Perception,Processing Speed,Psychomotor Speed,,,The ability to process and distinguish temporal aspects of auditory information.
Attention and Perception,Processing Speed,Psychomotor Speed,Reaction Time,,The ability to determine the location or direction of sound sources.
Attention and Perception,Processing Speed,Psychomotor Speed,Reaction Time,Simple Reaction Time,"The ability to recognize, discriminate, and process touch-based information from the environment."
Attention and Perception,Processing Speed,Psychomotor Speed,Reaction Time,Choice Reaction Time,The ability to distinguish different surface qualities through touch.
Attention and Perception,Processing Speed,Psychomotor Speed,Motor Processing Speed,,The ability to detect and discriminate different levels of applied pressure.
Attention and Perception,Processing Speed,Psychomotor Speed,Motor Processing Speed,Fine Motor Speed,The ability to sense the position and movement of body parts without visual input.
Attention and Perception,Processing Speed,Psychomotor Speed,Motor Processing Speed,Gross Motor Speed,The ability to make sense of and organize sensory information into meaningful patterns and wholes.
Adaptive Functioning and Life Skills,,,,,The ability to identify and categorize complex patterns and relationships in sensory information.
Adaptive Functioning and Life Skills,Daily Living Skills,,,,The ability to identify and categorize visual patterns and sequences.
Adaptive Functioning and Life Skills,Daily Living Skills,Personal Hygiene,,,The ability to identify and predict patterns in sequential visual information.
Adaptive Functioning and Life Skills,Daily Living Skills,Personal Hygiene,Grooming,,The ability to perceive and understand complete forms rather than just a collection of simple lines and curves.
Adaptive Functioning and Life Skills,Daily Living Skills,Personal Hygiene,Grooming,Hair and Nail Care,The ability to identify and categorize patterns in sound sequences and rhythms.
Adaptive Functioning and Life Skills,Daily Living Skills,Personal Hygiene,Grooming,Oral Hygiene,The ability to identify and reproduce temporal patterns in auditory sequences.
Adaptive Functioning and Life Skills,Daily Living Skills,Personal Hygiene,Bathing and Toileting,,The ability to recognize and process patterns in pitch and tone sequences.
Adaptive Functioning and Life Skills,Daily Living Skills,Personal Hygiene,Bathing and Toileting,Bathing Independence,The ability to understand and manipulate the spatial relationships between objects and their positions in space.
Adaptive Functioning and Life Skills,Daily Living Skills,Personal Hygiene,Bathing and Toileting,Toileting Management,The ability to mentally manipulate and rotate objects in space.
Adaptive Functioning and Life Skills,Daily Living Skills,Household Management,,,The ability to understand the relationships between objects in space.
Adaptive Functioning and Life Skills,Daily Living Skills,Household Management,Cleaning and Organization,,The ability to combine multiple sensory inputs into a coherent and meaningful whole.
Adaptive Functioning and Life Skills,Daily Living Skills,Household Management,Cleaning and Organization,Surface Cleaning,The ability to combine information from different sensory modalities.
Adaptive Functioning and Life Skills,Daily Living Skills,Household Management,Cleaning and Organization,Storage Management,The ability to distinguish an object from its background or context.
Adaptive Functioning and Life Skills,Daily Living Skills,Household Management,Home Maintenance,,The efficiency and speed with which an individual can process sensory information and respond appropriately.
Adaptive Functioning and Life Skills,Daily Living Skills,Household Management,Home Maintenance,Basic Repairs,The speed at which an individual can understand and react to incoming information.
Adaptive Functioning and Life Skills,Daily Living Skills,Household Management,Home Maintenance,Equipment Operation,The speed at which an individual can make accurate decisions based on processed information.
Adaptive Functioning and Life Skills,Daily Living Skills,Meal Management,,,The speed of making basic yes/no or binary choices.
Adaptive Functioning and Life Skills,Daily Living Skills,Meal Management,Food Preparation,,The speed of making decisions involving multiple factors or alternatives.
Adaptive Functioning and Life Skills,Daily Living Skills,Meal Management,Food Preparation,Kitchen Tool Usage,The speed at which new information can be encoded and understood.
Adaptive Functioning and Life Skills,Daily Living Skills,Meal Management,Food Preparation,Recipe Following,The rate at which visual information can be processed and understood.
Adaptive Functioning and Life Skills,Daily Living Skills,Meal Management,Nutritional Planning,,The rate at which auditory information can be processed and understood.
Adaptive Functioning and Life Skills,Daily Living Skills,Meal Management,Nutritional Planning,Food Selection,The speed and efficiency of physical responses to processed information.
Adaptive Functioning and Life Skills,Daily Living Skills,Meal Management,Nutritional Planning,Portion Control,The speed at which an individual can initiate a motor response to a stimulus.
Adaptive Functioning and Life Skills,Community Navigation,,,,"The speed of responding to a single, predetermined stimulus."
Adaptive Functioning and Life Skills,Community Navigation,Transportation Use,,,The speed of selecting and executing the appropriate response from multiple possibilities.
Adaptive Functioning and Life Skills,Community Navigation,Transportation Use,Public Transit Navigation,,The speed and efficiency of executing planned motor movements.
Adaptive Functioning and Life Skills,Community Navigation,Transportation Use,Personal Transportation Management,,"The speed and efficiency of executing precise, small-scale movements."
Adaptive Functioning and Life Skills,Community Navigation,Resource Utilization,,,"The speed and efficiency of executing larger, whole-body movements."
Adaptive Functioning and Life Skills,Community Navigation,Resource Utilization,Service Location,,"The ability to effectively manage daily activities, meet environmental demands, and function independently in various life domains"
Adaptive Functioning and Life Skills,Community Navigation,Resource Utilization,Resource Management,,The ability to perform essential self-care and daily tasks required for independent living
Adaptive Functioning and Life Skills,Safety Awareness,,,,The ability to maintain cleanliness and grooming through regular self-care routines
Adaptive Functioning and Life Skills,Safety Awareness,Risk Recognition,,,"The ability to maintain personal appearance through basic grooming tasks like hair care, dental hygiene, and appropriate clothing maintenance"
Adaptive Functioning and Life Skills,Safety Awareness,Risk Recognition,Environmental Hazard Recognition,,"The ability to maintain appropriate hair cleanliness, styling, and nail hygiene"
Adaptive Functioning and Life Skills,Safety Awareness,Risk Recognition,Social Risk Assessment,,"The ability to maintain proper dental care through brushing, flossing, and other oral hygiene practices"
Adaptive Functioning and Life Skills,Safety Awareness,Emergency Response,,,The ability to independently maintain bodily cleanliness and use bathroom facilities appropriately
Adaptive Functioning and Life Skills,Safety Awareness,Emergency Response,Emergency Protocol Implementation,,The ability to complete bathing routines independently and effectively
Adaptive Functioning and Life Skills,Safety Awareness,Emergency Response,Help-Seeking Behavior,,The ability to manage bathroom needs independently and maintain appropriate hygiene
Adaptive Functioning and Life Skills,Time Management,,,,The ability to organize and prioritize tasks within time constraints.
Adaptive Functioning and Life Skills,Time Management,Schedule Planning,,,The ability to maintain living spaces and perform basic household tasks
Adaptive Functioning and Life Skills,Time Management,Schedule Planning,Calendar Management,,The ability to maintain cleanliness and order in living spaces through regular cleaning and organizing tasks
Adaptive Functioning and Life Skills,Time Management,Schedule Planning,Routine Development,,The ability to clean and maintain different surfaces and areas within living spaces
Adaptive Functioning and Life Skills,Time Management,Task Prioritization,,,The ability to organize and maintain orderly storage of belongings and supplies
Adaptive Functioning and Life Skills,Time Management,Task Prioritization,Task Assessment,,The ability to identify and address basic home maintenance needs and safely use household equipment
Adaptive Functioning and Life Skills,Time Management,Task Prioritization,Time Allocation,,The ability to perform simple household repairs and maintenance tasks
Adaptive Functioning and Life Skills,Financial Management,,,,The ability to safely operate and maintain household appliances and equipment
Adaptive Functioning and Life Skills,Financial Management,Money Handling,,,"The ability to plan, prepare, and maintain proper nutrition"
Adaptive Functioning and Life Skills,Financial Management,Money Handling,Currency Recognition,,The ability to safely prepare meals using appropriate kitchen tools and following recipes
Adaptive Functioning and Life Skills,Financial Management,Money Handling,Transaction Processing,,The ability to safely and appropriately use kitchen tools and appliances
Adaptive Functioning and Life Skills,Financial Management,Budgeting Skills,,,The ability to understand and follow cooking instructions and recipes
Adaptive Functioning and Life Skills,Financial Management,Budgeting Skills,Income Management,,The ability to plan balanced meals and make healthy food choices
Adaptive Functioning and Life Skills,Financial Management,Budgeting Skills,Expense Planning,,The ability to choose appropriate and nutritious foods for meal planning
Motivation and Goal-Directed Behavior,,,,,The ability to understand and implement appropriate portion sizes
Motivation and Goal-Directed Behavior,Intrinsic Motivation,,,,The ability to effectively navigate and utilize community resources and public spaces
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Interest-Based Motivation,,,The ability to use various forms of transportation safely and independently
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Interest-Based Motivation,Curiosity Drive,,"The ability to understand and use public transportation systems, including reading schedules and routes"
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Interest-Based Motivation,Curiosity Drive,Novelty Seeking,The ability to arrange and use personal transportation methods safely and effectively
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Interest-Based Motivation,Curiosity Drive,Knowledge Pursuit,The ability to identify and access community services and resources
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Interest-Based Motivation,Activity Enjoyment,,The ability to locate and access specific community services and facilities
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Interest-Based Motivation,Activity Enjoyment,Flow Experience,The ability to effectively use and maintain relationships with community services and resources
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Interest-Based Motivation,Activity Enjoyment,Pleasure Response,The ability to recognize and respond appropriately to potentially dangerous situations and maintain personal safety
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Mastery Motivation,,,The ability to identify potentially harmful situations or hazards
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Mastery Motivation,Challenge Seeking,,The ability to identify physical and environmental dangers in various settings
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Mastery Motivation,Challenge Seeking,Optimal Challenge Selection,The ability to recognize potentially dangerous social situations or interactions
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Mastery Motivation,Challenge Seeking,Growth Mindset,The ability to respond appropriately to emergency situations and seek help when needed
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Mastery Motivation,Competence Development,,The ability to follow appropriate safety procedures during emergencies
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Mastery Motivation,Competence Development,Skill Acquisition Drive,The ability to identify when and how to seek appropriate assistance in emergency situations
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Mastery Motivation,Competence Development,Mastery Satisfaction,"The ability to organize, plan, and execute activities within appropriate timeframes"
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Autonomy-Driven Motivation,,,The ability to create and maintain daily and weekly schedules
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Autonomy-Driven Motivation,Independence Drive,,The ability to track and organize appointments and commitments using calendars or planning tools
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Autonomy-Driven Motivation,Independence Drive,Decision Autonomy,The ability to establish and maintain regular daily routines and schedules
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Autonomy-Driven Motivation,Independence Drive,Value Expression,The ability to identify important tasks and allocate time appropriately
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Autonomy-Driven Motivation,Self-Direction,,The ability to evaluate task importance and urgency
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Autonomy-Driven Motivation,Self-Direction,Initiative Taking,The ability to estimate and assign appropriate time for task completion
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Autonomy-Driven Motivation,Self-Direction,Self-Governance,"The ability to understand and manage personal finances, including budgeting and basic monetary transactions"
Motivation and Goal-Directed Behavior,Extrinsic Motivation,,,,The ability to perform basic monetary transactions and understand currency values
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Reward-Oriented Motivation,,,The ability to identify and understand different denominations of money
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Reward-Oriented Motivation,Material Reward Orientation,,The ability to complete purchases and handle payment methods appropriately
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Reward-Oriented Motivation,Material Reward Orientation,Immediate Reward Focus,The ability to plan and track income and expenses
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Reward-Oriented Motivation,Material Reward Orientation,Long-term Benefit Orientation,The ability to track and manage incoming money and financial resources
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Reward-Oriented Motivation,Recognition Seeking,,The ability to plan for and track expenses across different categories
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Reward-Oriented Motivation,Recognition Seeking,Achievement Recognition,"The capacity to initiate and sustain purposeful behaviors, set meaningful goals, and work towards their achievement through organized and persistent effort."
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Reward-Oriented Motivation,Recognition Seeking,Status Motivation,"The drive to engage in activities for inherent satisfaction, personal interest, and enjoyment rather than external rewards or pressures."
