level_1,level_2,level_3,level_4,level_5,level_6,description
Attention and Perception,Sustained Attention,Concentration,Focus Intensity,,,Consumption of a wide variety of food types and groups for balanced nutrition.
Attention and Perception,Sustained Attention,Concentration,Focus Intensity,Cognitive Load Management,,"A measure of the diversity of nutrients consumed, suggesting dietary quality and adequacy."
Attention and Perception,Sustained Attention,Concentration,Focus Intensity,Distraction Resistance,,"The ability to selectively concentrate on a specific aspect of information, whether deemed subjective or objective, while ignoring other perceivable information, and the process of interpreting sensory input from the environment."
Attention and Perception,Sustained Attention,Concentration,Task Engagement,,,"The capacity to maintain attention to a situation or task in spite of distractibility, fatigue, or boredom."
Attention and Perception,Sustained Attention,Concentration,Task Engagement,Motivational Engagement,,The ability to maintain concentrated attention over prolonged periods of time.
Attention and Perception,Sustained Attention,Concentration,Task Engagement,Emotional Engagement,,The readiness to notice and respond to certain stimuli rapidly.
Attention and Perception,Selective Attention,,,,,The focus on one particular stimulus or task while ignoring other stimuli.
Attention and Perception,Selective Attention,Focused Attention,,,,Concentrating on a specific stimulus while ignoring others.
Attention and Perception,Selective Attention,Focused Attention,Stimulus Isolation,,,The speed at which one can identify and respond to a given stimulus.
Attention and Perception,Selective Attention,Focused Attention,Stimulus Isolation,Target Discrimination,,The ability to maintain a constant state of readiness over time.
Attention and Perception,Selective Attention,Focused Attention,Stimulus Isolation,Source Differentiation,,"The ability to sustain attention throughout extended, monotonous tasks."
Attention and Perception,Selective Attention,Focused Attention,Sensory Discrimination,,,The ability to continue a task despite challenges or monotony.
Attention and Perception,Selective Attention,Focused Attention,Sensory Discrimination,Signal Distinction,,The capacity to manage and mitigate the effects of mental fatigue.
Attention and Perception,Selective Attention,Focused Attention,Sensory Discrimination,Feature Detection,,The mental effort directed towards learning or doing a specific task.
Attention and Perception,Selective Attention,Filtering,,,,The ability to select relevant inputs from a field of several ones.
Attention and Perception,Selective Attention,Filtering,Noise Reduction,,,The degree of mental effort concentration applies to a given task.
Attention and Perception,Selective Attention,Filtering,Noise Reduction,Background Filtering,,The ability to handle complex information without losing focus.
Attention and Perception,Selective Attention,Filtering,Noise Reduction,Essential Focus,,The capability to maintain focus in the presence of potential distractions.
Attention and Perception,Selective Attention,Filtering,Signal Enhancement,,,The extent to which an individual is engaged with a given task without distraction.
Attention and Perception,Selective Attention,Filtering,Signal Enhancement,Target Amplification,,The role of motivation in sustaining focus and engagement with tasks.
Attention and Perception,Selective Attention,Filtering,Signal Enhancement,Attention Amplification,,The influence of emotional state on the ability to remain attentive and engaged.
Attention and Perception,Divided Attention,,,,,"The ability to focus on a specific object, task, or event while filtering out distractions or irrelevant information."
Attention and Perception,Divided Attention,Task Switching,,,,"Temporal Discounting involves evaluating and making decisions about rewards that are available at different time points, weighing immediate versus delayed gratification."
Attention and Perception,Divided Attention,Task Switching,Switching Efficiency,,,"The ability to respond discretely to specific visual, auditory, or tactile stimuli."
Attention and Perception,Divided Attention,Task Switching,Switching Efficiency,Transition Timing,,The capacity to isolate specific stimuli from a complex sensory field.
Attention and Perception,Divided Attention,Task Switching,Switching Efficiency,Switch Accuracy,,The skill to distinguish relevant targets within a sensory array.
Attention and Perception,Divided Attention,Task Switching,Cognitive Flexibility,,,Delay of Gratification refers to the ability to resist the temptation for an immediate reward and wait for a later reward.
Attention and Perception,Divided Attention,Task Switching,Cognitive Flexibility,Idea Generation,,The ability to distinguish different sources of similar stimuli.
Attention and Perception,Divided Attention,Task Switching,Cognitive Flexibility,Perspective Switching,,The ability to differentiate between different sensory signals that are similar in nature.
Attention and Perception,Divided Attention,Multi-tasking,,,,The ability to accurately recognize distinct sensory inputs.
Attention and Perception,Divided Attention,Multi-tasking,Parallel Processing,,,The capability to detect specific features within complex stimuli.
Attention and Perception,Divided Attention,Multi-tasking,Parallel Processing,Concurrent Responsiveness,,The capacity to manage and prioritize essential information from a larger set of sensory inputs.
Attention and Perception,Divided Attention,Multi-tasking,Parallel Processing,Balanced Processing,,The ability to reduce the impact of irrelevant background distractions.
Attention and Perception,Divided Attention,Multi-tasking,Load Management,,,The ability to minimize the distraction of background noise or information.
Attention and Perception,Divided Attention,Multi-tasking,Load Management,Task Prioritization,,The skill to zero in on essential information while ignoring irrelevant data.
Attention and Perception,Divided Attention,Multi-tasking,Load Management,Cognitive Allocation,,The process of amplifying important aspects of a sensory input for better focus.
Attention and Perception,Visual Perception,,,,,Enhancing the perceptual clarity of important stimuli.
Attention and Perception,Visual Perception,Depth Perception,,,,The ability to perceive the world in three dimensions and to judge the distance of objects.
Attention and Perception,Visual Perception,Depth Perception,Stereopsis,,,Enhancing mental focus to improve perception of key details.
Attention and Perception,Visual Perception,Depth Perception,Stereopsis,Binocular Fusion,,The ability to respond simultaneously to multiple tasks or demands in different attention channels.
Attention and Perception,Visual Perception,Depth Perception,Stereopsis,Depth Accuracy,,The capacity to shift attention between tasks or cognitive demands.
Attention and Perception,Visual Perception,Depth Perception,Motion Parallax,,,The speed and accuracy with which an individual can switch between tasks.
Attention and Perception,Visual Perception,Depth Perception,Motion Parallax,Movement Interpretation,,The time taken to effectively shift focus from one task to another.
Attention and Perception,Visual Perception,Depth Perception,Motion Parallax,Parallax Adjustment,,The precision achieved while switching tasks without errors.
Attention and Perception,Visual Perception,Pattern Recognition,,,,The mental ability to switch between thinking about two different concepts.
Attention and Perception,Visual Perception,Pattern Recognition,Facial Recognition,,,The capability to produce a wide range of ideas or solutions in response to a problem.
Attention and Perception,Visual Perception,Pattern Recognition,Facial Recognition,Facial Feature Detection,,The ability to shift viewpoints or approaches effectively.
Attention and Perception,Visual Perception,Pattern Recognition,Facial Recognition,Expression Interpretation,,The process of performing more than one task at the same time.
Attention and Perception,Visual Perception,Pattern Recognition,Symbol Recognition,,,The ability to process multiple streams of information concurrently.
Attention and Perception,Visual Perception,Pattern Recognition,Symbol Recognition,Character Differentiation,,The ability to respond to multiple aspects of a task at once.
Attention and Perception,Visual Perception,Pattern Recognition,Symbol Recognition,Contextual Interpretation,,The skill to equally divide attention across tasks without bias.
Attention and Perception,Auditory Perception,,,,,The capability to handle and balance the cognitive load from multiple tasks.
Attention and Perception,Auditory Perception,Phonemic Awareness,,,,Determining the order of handling tasks based on importance and urgency.
Attention and Perception,Auditory Perception,Phonemic Awareness,Phoneme Identification,,,The distribution of mental resources effectively across tasks.
Attention and Perception,Auditory Perception,Phonemic Awareness,Phoneme Identification,Vowel Recognition,,The ability to interpret information and surroundings from the effects of visible light reaching the eyes.
Attention and Perception,Auditory Perception,Phonemic Awareness,Phoneme Identification,Consonant Recognition,,The capacity to determine the distance of an object from the observer.
Attention and Perception,Auditory Perception,Phonemic Awareness,Phoneme Manipulation,,,The perception of depth produced by the reception in the brain of visual stimuli from both eyes in combination.
Attention and Perception,Auditory Perception,Phonemic Awareness,Phoneme Manipulation,Blending,,The ability to combine images from both eyes for depth perception.
Attention and Perception,Auditory Perception,Phonemic Awareness,Phoneme Manipulation,Segmenting,,The precision in judgeing distances accurately using stereopsis.
Attention and Perception,Auditory Perception,Sound Localization,,,,"A depth cue used to perceive the relative distance of an object when an observer moves, based on the rate at which the object moves in the visual field."
Attention and Perception,Auditory Perception,Sound Localization,Binaural Cues,,,The ability to interpret movement cues to gauge distance.
Attention and Perception,Auditory Perception,Sound Localization,Binaural Cues,Interaural Time Difference (ITD),,Adjusting perception based on relative movement of objects and observer.
Attention and Perception,Auditory Perception,Sound Localization,Binaural Cues,Interaural Level Difference (ILD),,The ability to identify and categorize visual stimuli.
Attention and Perception,Auditory Perception,Sound Localization,Distance Localization,,,The process of identifying or verifying an individual by their face.
Attention and Perception,Auditory Perception,Sound Localization,Distance Localization,Intensity Cues,,Identifying specific features such as eyes or mouth on faces.
Attention and Perception,Auditory Perception,Sound Localization,Distance Localization,Frequency Cues,,Interpreting facial expressions as a means of recognition and understanding emotions.
Attention and Perception,Spatial Perception,,,,,"The ability to perceive and understand the spatial relationship between objects, including the orientation and position of the body in space."
Attention and Perception,Spatial Perception,Spatial Orientation,,,,"The ability to recognize symbols, including letters and numbers, and relate them to their general usage context."
Attention and Perception,Spatial Perception,Spatial Orientation,Egocentric Orientation,,,The ability to distinguish between different symbols or characters.
Attention and Perception,Spatial Perception,Spatial Orientation,Egocentric Orientation,Self-Positioning,,Understanding the contextual meaning of symbols in various usages.
Attention and Perception,Spatial Perception,Spatial Orientation,Egocentric Orientation,Personal Navigation,,"The ability to identify, interpret, and attach meaning to sound."
Attention and Perception,Spatial Perception,Spatial Orientation,Allocentric Orientation,,,The ability to recognize and differentiate the sounds in spoken words.
Attention and Perception,Spatial Perception,Spatial Orientation,Allocentric Orientation,Map Navigation,,The ability to recognize individual phonemes in words.
Attention and Perception,Spatial Perception,Spatial Orientation,Allocentric Orientation,Landmark Use,,The accurate identification and differentiation of vowel sounds.
Attention and Perception,Spatial Perception,Object Recognition,,,,The accurate identification of consonants and their variations.
Attention and Perception,Spatial Perception,Object Recognition,Invariance Recognition,,,"The ability to modify, remove, or rearrange phonemes within words."
Attention and Perception,Spatial Perception,Object Recognition,Invariance Recognition,Shape Consistency,,Combining individual phonemes to form a word.
Attention and Perception,Spatial Perception,Object Recognition,Invariance Recognition,Lighting Adjustment,,Breaking down words into individual phonemes for analysis.
Attention and Perception,Spatial Perception,Object Recognition,Contextual Objects Identification,,,The capacity to determine the origin of a sound in the environment.
Attention and Perception,Spatial Perception,Object Recognition,Contextual Objects Identification,Environmental Cues,,The ability to use changes in sound level and timing between ears to determine sound direction.
Attention and Perception,Spatial Perception,Object Recognition,Contextual Objects Identification,Situation Specific Recognition,,Using the timing difference of sounds reaching each ear to localize.
Adaptive Functioning and Life Skills,,,,,,Using the level difference in sound reaching each ear for localization.
Adaptive Functioning and Life Skills,Personal Self-Care,,,,,The ability to judge the distance of a sound source from the observer.
Adaptive Functioning and Life Skills,Personal Self-Care,Hygiene Management,,,,Using sound intensity to gauge distance.
Adaptive Functioning and Life Skills,Personal Self-Care,Hygiene Management,Oral Hygiene,,,Utilizing changes in frequency to assess sound source distance.
Adaptive Functioning and Life Skills,Personal Self-Care,Hygiene Management,Oral Hygiene,Tooth Brushing Technique,,The ability to be aware of the relationships in space between objects and oneself.
Adaptive Functioning and Life Skills,Personal Self-Care,Hygiene Management,Oral Hygiene,Tooth Brushing Technique,Brushing Tools Knowledge,The capacity to identify one's position in relation to the environment.
Adaptive Functioning and Life Skills,Personal Self-Care,Hygiene Management,Oral Hygiene,Tooth Brushing Technique,Brushing Time Management,The ability to perceive spatial orientation based on one's own position.
Adaptive Functioning and Life Skills,Personal Self-Care,Hygiene Management,Oral Hygiene,Flossing Skills,,The capacity to understand and relate personal position in a space.
Adaptive Functioning and Life Skills,Personal Self-Care,Hygiene Management,Oral Hygiene,Flossing Skills,Flossing Product Selection,The ability to navigate spaces based on self-awareness of position.
Adaptive Functioning and Life Skills,Personal Self-Care,Hygiene Management,Oral Hygiene,Flossing Skills,Flossing Technique,The capacity to perceive spatial orientation independent of one's current body position.
Adaptive Functioning and Life Skills,Personal Self-Care,Hygiene Management,Bathing Skills,,,Using external maps for orientation and navigation.
Adaptive Functioning and Life Skills,Personal Self-Care,Hygiene Management,Bathing Skills,Bathing Independence,,Relating spatial position using fixed landmarks in the environment.
Adaptive Functioning and Life Skills,Personal Self-Care,Hygiene Management,Bathing Skills,Bathing Independence,Water Access Management,The ability to recognize familiar objects under varying conditions.
Adaptive Functioning and Life Skills,Personal Self-Care,Hygiene Management,Bathing Skills,Water Temperature Safety,,"The ability to recognize objects regardless of variations in form, angle, and size."
Adaptive Functioning and Life Skills,Personal Self-Care,Hygiene Management,Bathing Skills,Water Temperature Safety,Temperature Monitoring Devices,Recognizing objects despite changes in angle and shape perception.
Adaptive Functioning and Life Skills,Personal Self-Care,Dressing Skills,,,,Adjusting perception to recognize objects under different lighting conditions.
Adaptive Functioning and Life Skills,Personal Self-Care,Dressing Skills,Clothing Selection,,,The process of recognizing objects based on context and environment.
Adaptive Functioning and Life Skills,Personal Self-Care,Dressing Skills,Clothing Selection,Seasonal Apparel Awareness,,Using context from the environment to aid object identification.
Adaptive Functioning and Life Skills,Personal Self-Care,Dressing Skills,Clothing Selection,Occasion Fitting,,Identifying objects based on the specific situation or context presented.
Adaptive Functioning and Life Skills,Personal Self-Care,Grooming Skills,,,,Adaptive Functioning and Life Skills encompasses an individual's ability to effectively manage daily tasks and roles required for personal and social independence.
Adaptive Functioning and Life Skills,Personal Self-Care,Grooming Skills,Hair Care Skills,,,"Involves the skills necessary for personal grooming, hygiene, and presentation."
Adaptive Functioning and Life Skills,Personal Self-Care,Grooming Skills,Hair Care Skills,Styling Techniques,,Skills related to maintaining cleanliness and personal hygiene.
Adaptive Functioning and Life Skills,Personal Self-Care,Grooming Skills,Hair Care Skills,Styling Techniques,Tool Operation Skills,"Skills for maintaining oral health, including brushing and flossing teeth."
Adaptive Functioning and Life Skills,Personal Self-Care,Grooming Skills,Hair Care Skills,Hair Health Maintenance,,Proper technique for brushing teeth effectively.
Adaptive Functioning and Life Skills,Personal Self-Care,Grooming Skills,Hair Care Skills,Hair Health Maintenance,Product Selection Skills,Understanding of different tools like electric and manual brushes.
Adaptive Functioning and Life Skills,Domestic Skills,,,,,Ability to manage adequate brushing time for efficacy.
Adaptive Functioning and Life Skills,Domestic Skills,Cleaning,,,,Ability to effectively and safely floss teeth.
Adaptive Functioning and Life Skills,Domestic Skills,Cleaning,Surface Cleaning,,,Skills to choose appropriate flossing products.
Adaptive Functioning and Life Skills,Domestic Skills,Cleaning,Surface Cleaning,Dusting Techniques,,Proper technique for using floss.
Adaptive Functioning and Life Skills,Domestic Skills,Cleaning,Surface Cleaning,Dusting Techniques,Proper Use of Cleaning Cloths,Ability to effectively cleanse the body through bathing or showering.
Adaptive Functioning and Life Skills,Domestic Skills,Cleaning,Surface Cleaning,Vacuum Skills,,Ability to bathe without assistance.
Adaptive Functioning and Life Skills,Domestic Skills,Cleaning,Surface Cleaning,Vacuum Skills,Vacuum Maintenance Skills,Skills for accessing and adjusting bathing fixtures.
Adaptive Functioning and Life Skills,Domestic Skills,Cooking,,,,Knowledge of safe water temperature for bathing.
Adaptive Functioning and Life Skills,Domestic Skills,Cooking,Meal Planning,,,Understanding and use of devices to monitor water temperature.
Adaptive Functioning and Life Skills,Domestic Skills,Cooking,Meal Planning,Nutritional Knowledge,,Ability to select appropriate clothing and dress oneself.
Adaptive Functioning and Life Skills,Domestic Skills,Cooking,Meal Planning,Nutritional Knowledge,Dietary Requirement Awareness,Ability to choose appropriate clothing for different occasions and weather conditions.
Adaptive Functioning and Life Skills,Community Functioning,,,,,Knowledge of clothing suitable for different seasons.
Adaptive Functioning and Life Skills,Community Functioning,Transportation Skills,,,,Skills for choosing attire that fits the occasion.
Adaptive Functioning and Life Skills,Community Functioning,Transportation Skills,Public Transit Navigation,,,"Skills for maintaining personal appearance, including hair care and nail care."
Adaptive Functioning and Life Skills,Community Functioning,Transportation Skills,Public Transit Navigation,Route Planning,,"Ability to wash, style, and maintain neat hair."
Adaptive Functioning and Life Skills,Community Functioning,Transportation Skills,Public Transit Navigation,Route Planning,Real-Time Updates Utilization,Skills for styling hair with different techniques and tools.
Adaptive Functioning and Life Skills,Leisure and Recreational Skills,,,,,Ability to use styling tools properly.
Adaptive Functioning and Life Skills,Leisure and Recreational Skills,Activity Identification,,,,Knowledge of maintaining hair health through regular care.
Adaptive Functioning and Life Skills,Leisure and Recreational Skills,Activity Identification,Hobby Selection,,,Understanding of selecting appropriate hair care products.
Adaptive Functioning and Life Skills,Leisure and Recreational Skills,Activity Identification,Hobby Selection,Interest Exploration,,"Includes tasks associated with maintaining a household such as cleaning, cooking, and organizing."
Adaptive Functioning and Life Skills,Leisure and Recreational Skills,Activity Identification,Hobby Selection,Interest Exploration,Interest Inventory Usage,Skills related to maintaining cleanliness and order in the home.
Motivation and Goal-Directed Behavior,,,,,,Ability to clean various surfaces effectively.
Motivation and Goal-Directed Behavior,Intrinsic Motivation,,,,,Skills to remove dust from surfaces efficiently.
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Autonomy,,,,Knowledge of cloth types and their optimal surfaces.
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Autonomy,Decision Making,,,Ability to use a vacuum cleaner effectively.
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Autonomy,Decision Making,Risk Assessment,,Knowledge and skills required for the upkeep of vacuum cleaners.
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Autonomy,Decision Making,Risk Assessment,Probability Judgment,"Ability to prepare meals, including planning and executing recipes."
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Autonomy,Decision Making,Risk Assessment,Outcome Evaluation,Skills for planning nutritious and balanced meals.
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Autonomy,Self-Determination,,,Understanding nutritional needs and requirements.
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Autonomy,Self-Determination,Personal Agency,,Knowledge of specific dietary requirements for health.
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Autonomy,Self-Determination,Personal Agency,Proactive Behavior,"Entails the ability to navigate and utilize community resources, including transportation and public services."
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Competence,,,,Skills to navigate and utilize various transportation methods.
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Competence,Skill Development,,,"Ability to use buses, trains, and other forms of public transportation."
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Competence,Skill Development,Continuous Learning,,Skills to plan and choose the best routes for travel.
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Competence,Mastery Experiences,,,Ability to use apps and tools for real-time transit updates.
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Competence,Mastery Experiences,Feedback Utilization,,"Encompasses identifying, pursuing, and engaging in leisure and recreational activities."
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Competence,Mastery Experiences,Feedback Utilization,Feedback Seeking,Ability to recognize and choose activities that are enjoyable and meaningful.
Motivation and Goal-Directed Behavior,Extrinsic Motivation,,,,,Skills for selecting hobbies that match personal interests and preferences.
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Rewards,,,,Skills to explore and identify new areas of interest.
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Rewards,Monetary Rewards,,,Ability to use interest surveys to identify new hobbies.
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Rewards,Monetary Rewards,Performance Bonuses,,"Involves the processes that initiate, guide, and sustain goal-oriented behaviors. Motivation drives behavior, while goal-directed behavior refers to the ability to plan, initiate, monitor, and sustain goal-related actions."
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Rewards,Social Recognition,,,Engagement in a behavior arising from within the individual because it is naturally satisfying to you. It refers to motivation that is driven by an interest or enjoyment in the task itself.
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Rewards,Social Recognition,Peer Approval,,"The ability to make independent choices and have control over one's actions, enhancing intrinsic motivation."
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Rewards,Social Recognition,Peer Approval,Peer Feedback,"The process of making choices by identifying a decision, gathering information, and assessing alternative resolutions."
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Punishments,,,,Evaluating potential outcomes and uncertainties in decision-making to enhance effective choices.
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Punishments,Avoidance Conditioning,,,Estimating the likelihood of different outcomes in the decision-making process.
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Punishments,Avoidance Conditioning,Escape Learning,,Assessing the desirability of various possible outcomes of decisions.
Motivation and Goal-Directed Behavior,Goal Setting,,,,,"The process by which a person controls their own life, encompassing intrinsic motivation, self-direction, and personal efficacy."
Motivation and Goal-Directed Behavior,Goal Setting,Short-Term Goals,,,,Recognizing that one can influence their life events and have an impact on the world around them.
Motivation and Goal-Directed Behavior,Goal Setting,Short-Term Goals,Immediate Goals,,,Taking initiative and anticipatory action to change conditions or challenge obstacles.
Motivation and Goal-Directed Behavior,Goal Setting,Short-Term Goals,Immediate Goals,Daily Objectives,,The need to be effective in interactions with the environment; feeling capable and skilled.
Motivation and Goal-Directed Behavior,Goal Setting,Long-Term Goals,,,,The process of identifying skills gaps and developing these skills to achieve and sustain proficiency.
Motivation and Goal-Directed Behavior,Goal Setting,Long-Term Goals,Vision Goals,,,Ongoing process of acquiring new skills or knowledge beyond formal education.
Motivation and Goal-Directed Behavior,Goal Setting,Long-Term Goals,Vision Goals,Life Purpose,,Experiences that ensure individuals perceive success and mastery which enhance competence.
Motivation and Goal-Directed Behavior,Goal Setting,Long-Term Goals,Vision Goals,Life Purpose,Value Alignment,The ability to use feedback constructively to improve performance and skill mastery.
Motivation and Goal-Directed Behavior,Persistence,,,,,Proactively obtaining feedback to improve performance and master skills.
Motivation and Goal-Directed Behavior,Persistence,Resilience,,,,The motivation to perform a behavior or engage in an activity to earn a reward or avoid punishment. It involves external incentives that influence behavior.
Motivation and Goal-Directed Behavior,Persistence,Resilience,Recovery Skills,,,"External incentives like money, grades, or praise, which can enhance extrinsic motivation."
Motivation and Goal-Directed Behavior,Persistence,Resilience,Recovery Skills,Emotional Recovery,,Financial incentives given to influence behavior or enhance motivation.
Motivation and Goal-Directed Behavior,Persistence,Resilience,Recovery Skills,Emotional Recovery,Coping Strategies,Extra financial compensation given for achieving specific performance targets or goals.
Motivation and Goal-Directed Behavior,Persistence,Grit,,,,Acknowledgment and approval from others that serve as extrinsic motivators.
Motivation and Goal-Directed Behavior,Persistence,Grit,Sustained Focus,,,The influence of acceptance and endorsement by peers in motivating behaviors.
Motivation and Goal-Directed Behavior,Persistence,Grit,Sustained Focus,Distraction Management,,Receiving evaluative comments and suggestions from peers to guide behavior.
Motivation and Goal-Directed Behavior,Persistence,Grit,Sustained Focus,Distraction Management,Attention Control Techniques,Negative consequences or threats that can drive behavior change and enhance extrinsic motivation.
Motivation and Goal-Directed Behavior,Self-Regulation,,,,,Learning process where a behavior is increased in frequency to prevent an unpleasant stimulus.
Motivation and Goal-Directed Behavior,Self-Regulation,Emotional Regulation,,,,Eye contact that conveys emotions or reactions.
Motivation and Goal-Directed Behavior,Self-Regulation,Emotional Regulation,Emotion Recognition,,,Learning to perform a behavior to terminate an ongoing aversive stimulus.
Motivation and Goal-Directed Behavior,Self-Regulation,Emotional Regulation,Emotion Recognition,Facial Expression Analysis,,"The process of establishing specific, measurable, achievable, relevant, and time-bound objectives. It is critical for directing effort and achieving success."
Motivation and Goal-Directed Behavior,Self-Regulation,Emotional Regulation,Emotion Recognition,Facial Expression Analysis,Microexpression Detection,"Objectives set to be achieved in the near future, serving as stepping stones to long-term goals."
Motivation and Goal-Directed Behavior,Self-Regulation,Cognitive Regulation,,,,"Goals that need to be achieved in the very near term, typically within days or weeks."
Motivation and Goal-Directed Behavior,Self-Regulation,Cognitive Regulation,Cognitive Flexibility,,,Delay of Gratification refers to the ability to resist the temptation for an immediate reward and wait for a later reward.
Motivation and Goal-Directed Behavior,Self-Regulation,Cognitive Regulation,Cognitive Flexibility,Conceptual Shifting,,Tasks set for completion on a daily basis to maintain progress toward broader goals.
Motivation and Goal-Directed Behavior,Self-Regulation,Cognitive Regulation,Cognitive Flexibility,Conceptual Shifting,Perspective Taking,The capacity to understand and share the feelings of another individual.
Self-Concept and Identity,,,,,,"Objectives set to be achieved over an extended period, requiring sustained effort and planning."
Self-Concept and Identity,Self-Esteem,,,,,Overarching goals that give direction to one's aspirations and purpose.
Self-Concept and Identity,Self-Esteem,Global Self-Esteem,,,,The fundamental goals and intentions that define one's direction in life.
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,,,,Ensuring personal and life goals are in harmony with one's values and beliefs.
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,Academic Self-Esteem,,,The capacity to continue striving toward a goal despite challenges or obstacles. It reflects determination and sustained effort over time.
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,Academic Self-Esteem,Study Habits and Attitude,,The ability to adapt and bounce back from adversity or failure while pursuing goals.
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,Academic Self-Esteem,Study Habits and Attitude,Time Management Skills,Techniques and strategies to recover from setbacks and continue goal pursuit.
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,Academic Self-Esteem,Study Habits and Attitude,Study Material Organization,Processes involved in regaining emotional stability after setbacks.
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,Academic Self-Esteem,Academic Achievement Perception,,Methods employed to manage stress and emotional impacts effectively.
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,Academic Self-Esteem,Academic Achievement Perception,Perceived Academic Competence,Passion and perseverance for long-term and meaningful goals.
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,Academic Self-Esteem,Academic Achievement Perception,Response to Academic Feedback,The ability to maintain concentration on long-term goals despite challenges.
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,Social Self-Esteem,,,The ability to minimize or manage disruptions to maintain focus.
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,Social Self-Esteem,Friendship Quality,,Strategies used to enhance focus and limit distraction during tasks.
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,Social Self-Esteem,Friendship Quality,Friendship Support,"The ability to monitor and manage one's own behavior, emotions, or thoughts, modifying them in accordance with the demands of the situation to achieve goals."
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,Social Self-Esteem,Social Comparison,,Managing emotions to remain effective in achieving goals.
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,Social Self-Esteem,Social Comparison,Impact Based on Social Media,The ability to accurately perceive and understand emotions for effective regulation.
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,Physical Self-Esteem,,,The process of interpreting and understanding emotional expressions on faces.
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,Physical Self-Esteem,Athletic Competence,,Identifying brief and involuntary facial expressions that reveal genuine emotions.
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,Physical Self-Esteem,Athletic Competence,Physical Endurance Perception,Controlling thoughts and cognitive processes to support goal achievement.
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,Physical Self-Esteem,Body Appreciation,,The ability to shift focus between different ideas or perspectives.
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,Physical Self-Esteem,Body Appreciation,Body Functionality Appreciation,The capacity to understand another's viewpoint or consider different perspectives.
Self-Concept and Identity,Self-Efficacy,,,,,"The dimension of Self-Concept and Identity refers to how individuals perceive themselves and their sense of identity, encompassing aspects of self-esteem, self-efficacy, personal beliefs, values, and the understanding of personal roles within a social context."
Self-Concept and Identity,Self-Efficacy,Task-Oriented Self-Efficacy,,,,An individual's overall subjective emotional evaluation of their own worth and the feelings they hold about themselves.
Self-Concept and Identity,Self-Efficacy,Task-Oriented Self-Efficacy,Problem-Solving Self-Efficacy,,,A person's overall self-worth and general feelings of value.
Self-Concept and Identity,Self-Efficacy,Task-Oriented Self-Efficacy,Problem-Solving Self-Efficacy,Strategic Thinking Confidence,,"Self-esteem that is associated with specific domains such as academics, social interactions, or physical appearance."
Self-Concept and Identity,Self-Efficacy,Task-Oriented Self-Efficacy,Technological Self-Efficacy,,,Feelings of worth specifically related to academic performance and achievement.
Self-Concept and Identity,Self-Efficacy,Task-Oriented Self-Efficacy,Technological Self-Efficacy,Digital Literacy Skills,,The behaviors and feelings associated with one's study practices and academic routines.
Self-Concept and Identity,Self-Efficacy,Social Self-Efficacy,,,,The ability to effectively manage time and deadlines within academic settings.
Self-Concept and Identity,Self-Efficacy,Social Self-Efficacy,Conflict Resolution Efficacy,,,Skills in organizing study materials and resources effectively.
