level_1,level_2,level_3,level_4,level_5,level_6,description
Attention and Perception,Sustained Attention,Vigilance,Continuous Performance,,Maintaining consistent responses during repetitive and boring tasks.,
Attention and Perception,Sustained Attention,Vigilance,Continuous Performance,Error Monitoring,The ability to follow rules and guidelines consistently.,
Attention and Perception,Sustained Attention,Vigilance,Continuous Performance,Error Monitoring,Feedback Processing,The ability to align behavior with societal rules and expectations.
Attention and Perception,Sustained Attention,Vigilance,Continuous Performance,Error Monitoring,Error Correction,The capacity to follow instructions and commands from figures of authority.
Attention and Perception,Sustained Attention,Vigilance,Fatigue Resistance,,"The capacity to resist or delay an impulse, drive, or temptation to act.",
Attention and Perception,Sustained Attention,Vigilance,Fatigue Resistance,Cognitive Endurance,The ability to withhold or stop a response that has been prepotent or habitual.,
Attention and Perception,Sustained Attention,Vigilance,Fatigue Resistance,Alertness Management,The ability to control physical actions and movements on impulse.,
Attention and Perception,Concentration,,,,Changes in pitch to signal difference in meaning or emotional tone.,
Attention and Perception,Concentration,Working Memory Focus,,,The ability to control spoken responses and avoid impulsive speech.,
Attention and Perception,Concentration,Working Memory Focus,Interference Control,,The capacity to shift thinking strategies or thoughts in response to environmental changes.,
Attention and Perception,Concentration,Working Memory Focus,Interference Control,Distraction Suppression,The ability to adjust to new conditions or changes in the environment.,
Attention and Perception,Concentration,Working Memory Focus,Interference Control,Goal Maintenance,The capacity to switch between tasks or mental frameworks.,
Attention and Perception,Concentration,Working Memory Focus,Task Maintenance,,"This dimension encompasses the overall physical well-being and engagement in physical activities of an individual, including aspects such as fitness, nutrition, and physical development.",
Attention and Perception,Concentration,Working Memory Focus,Task Maintenance,Sequential Task Tracking,"The ability to perform aspects of sports, occupations and daily activities without undue fatigue, encompassing cardiovascular endurance, muscular strength, muscular endurance, flexibility, and body composition.",
Attention and Perception,Concentration,Working Memory Focus,Task Maintenance,Progress Monitoring,"The ability of the heart, lungs, and circulatory system to supply oxygen efficiently during sustained physical activities.",
Adaptive Functioning and Life Skills,,,,,"The maximum amount of oxygen the body can use during intense exercise, determining cardiovascular fitness.",
Adaptive Functioning and Life Skills,Basic Activities of Daily Living (ADLs),,,,The maximum force that a muscle or group of muscles can generate during a single contraction.,
Adaptive Functioning and Life Skills,Basic Activities of Daily Living (ADLs),Eating,,,The ability of a muscle or group of muscles to perform repetitive contractions over an extended period.,
Adaptive Functioning and Life Skills,Basic Activities of Daily Living (ADLs),Eating,Nutritional Knowledge,,"The capability of a joint to move through its full range of motion, which may prevent injuries and improve performance.",
Adaptive Functioning and Life Skills,Basic Activities of Daily Living (ADLs),Eating,Nutritional Knowledge,Dietary Preferences,"The ratio of fat mass to lean mass in the body, influencing physical fitness and overall health.",
Adaptive Functioning and Life Skills,Basic Activities of Daily Living (ADLs),Eating,Nutritional Knowledge,Dietary Preferences,Cultural Dietary Influences,Attention and Perception encompasses the cognitive processes related to focusing on particular stimuli and the ability to interpret and make sense of sensory information from the environment.
Adaptive Functioning and Life Skills,Basic Activities of Daily Living (ADLs),Eating,Nutritional Knowledge,Dietary Preferences,Nutritional Adaptations,The ability to maintain focus on a specific task or stimulus over prolonged periods.
Adaptive Functioning and Life Skills,Basic Activities of Daily Living (ADLs),Eating,Nutritional Knowledge,Nutritional Label Reading,The ability to maintain concentrated attention over prolonged periods of time with readiness to detect and respond to small changes occurring at random intervals in the environment.,
Adaptive Functioning and Life Skills,Basic Activities of Daily Living (ADLs),Eating,Nutritional Knowledge,Nutritional Label Reading,Ingredient Analysis Skills,The ability to continuously monitor for changes without losing focus over long periods.
Adaptive Functioning and Life Skills,Basic Activities of Daily Living (ADLs),Eating,Nutritional Knowledge,Nutritional Label Reading,Caloric and Macronutrient Calculations,The ability to detect and correct errors in tasks requiring sustained attention.
Adaptive Functioning and Life Skills,Basic Activities of Daily Living (ADLs),Eating,Eating Techniques,,The ability to utilize feedback effectively to correct errors and improve task performance.,
Adaptive Functioning and Life Skills,Basic Activities of Daily Living (ADLs),Eating,Eating Techniques,Cutlery Proficiency,Timely and efficient modification of strategy or action in the presence of an error in task execution.,
Adaptive Functioning and Life Skills,Basic Activities of Daily Living (ADLs),Eating,Eating Techniques,Cutlery Proficiency,Adaptive Utensil Use,The capacity to maintain performance and accuracy over time despite fatigue.
Adaptive Functioning and Life Skills,Basic Activities of Daily Living (ADLs),Eating,Eating Techniques,Cultural Dining Norms,The ability to sustain mental effort and focus over long periods without reduced performance.,
Adaptive Functioning and Life Skills,Basic Activities of Daily Living (ADLs),Eating,Eating Techniques,Cultural Dining Norms,Multicultural Dining Appreciation,Strategies and abilities employed to manage and sustain alertness in monotonous tasks.
Adaptive Functioning and Life Skills,Basic Activities of Daily Living (ADLs),Eating,Eating Techniques,Cultural Dining Norms,Etiquette Variation Comprehension,The mental effort directed towards a task where intense focus is required for optimal performance.
Adaptive Functioning and Life Skills,Basic Activities of Daily Living (ADLs),Dressing,,,The capacity to hold and manipulate a limited amount of information in focus during cognitive tasks.,
Adaptive Functioning and Life Skills,Basic Activities of Daily Living (ADLs),Dressing,Clothing Selection,,The ability to resist interference from irrelevant information while focusing on task demands.,
Adaptive Functioning and Life Skills,Basic Activities of Daily Living (ADLs),Dressing,Clothing Selection,Seasonal Selection,Active processes involved in ignoring distracting stimuli from the task environment.,
Adaptive Functioning and Life Skills,Basic Activities of Daily Living (ADLs),Dressing,Clothing Selection,Seasonal Selection,Weather Forecast Utilization,The cognitive ability to keep current goals active in mind while managing competing distractions.
Adaptive Functioning and Life Skills,Basic Activities of Daily Living (ADLs),Dressing,Clothing Selection,Cultural Apparel Understanding,The ability to keep track of task requirements over time in working memory.,
Adaptive Functioning and Life Skills,Basic Activities of Daily Living (ADLs),Dressing,Clothing Selection,Cultural Apparel Understanding,Traditional Attire Identification,The ability to monitor and manage tasks that require maintenance of sequential information or steps.
Adaptive Functioning and Life Skills,Basic Activities of Daily Living (ADLs),Dressing,Dressing Techniques,,Continual assessment of one's own progress towards completing a maintained task.,
Adaptive Functioning and Life Skills,Basic Activities of Daily Living (ADLs),Dressing,Dressing Techniques,Fastening Tools,"Fundamental skills required for daily self-care and independent living, such as eating, dressing, and hygiene.",
Adaptive Functioning and Life Skills,Basic Activities of Daily Living (ADLs),Dressing,Dressing Techniques,Fastening Tools,Assistive Devices Mastery,"The ability to feed oneself, including using utensils and understanding nutritional needs."
Adaptive Functioning and Life Skills,Basic Activities of Daily Living (ADLs),Hygiene,,,Understanding various dietary needs and nutritional values for balanced meals.,
Adaptive Functioning and Life Skills,Basic Activities of Daily Living (ADLs),Hygiene,Personal Grooming,,Awareness of how personal preferences affect diet choices while maintaining nutritional balance.,
Adaptive Functioning and Life Skills,Basic Activities of Daily Living (ADLs),Hygiene,Personal Grooming,Hair Care Techniques,Understanding how culture influences dietary choices and restrictions.,
Adaptive Functioning and Life Skills,Basic Activities of Daily Living (ADLs),Hygiene,Personal Grooming,Hair Care Techniques,Product Selection Skills,Adjusting dietary choices based on changing health conditions or lifestyle.
Adaptive Functioning and Life Skills,Basic Activities of Daily Living (ADLs),Hygiene,Personal Grooming,Shaving and Trimming Skills,Understanding and utilizing information from food labels to make health-conscious decisions.,
Adaptive Functioning and Life Skills,Basic Activities of Daily Living (ADLs),Hygiene,Personal Grooming,Shaving and Trimming Skills,Tool Maintenance,Identifying key components and ingredients in nutritional labels.
Adaptive Functioning and Life Skills,Basic Activities of Daily Living (ADLs),Hygiene,Hygiene Routine Management,,Ability to calculate dietary values from meal components.,
Adaptive Functioning and Life Skills,Basic Activities of Daily Living (ADLs),Hygiene,Hygiene Routine Management,Routine Adherence Skills,Skills in using utensils effectively for feeding.,
Adaptive Functioning and Life Skills,Basic Activities of Daily Living (ADLs),Hygiene,Hygiene Routine Management,Routine Adherence Skills,Routine Adaptability,"Ability to use knives, forks, and spoons correctly for eating."
Adaptive Functioning and Life Skills,Instrumental Activities of Daily Living (IADLs),,,,Using specialized utensils for those with physical limitations.,
Adaptive Functioning and Life Skills,Instrumental Activities of Daily Living (IADLs),Financial Management,,,Understanding and adhering to different cultural norms of dining etiquette.,
Adaptive Functioning and Life Skills,Instrumental Activities of Daily Living (IADLs),Financial Management,Budgeting Skills,,Respect and adaptation to dining customs of various cultures.,
Adaptive Functioning and Life Skills,Instrumental Activities of Daily Living (IADLs),Financial Management,Budgeting Skills,Expenditure Tracking,Understanding nuances in etiquette across different dining environments.,
Adaptive Functioning and Life Skills,Instrumental Activities of Daily Living (IADLs),Financial Management,Budgeting Skills,Financial Goal Setting,The ability to select appropriate clothing and dress oneself independently.,
Adaptive Functioning and Life Skills,Instrumental Activities of Daily Living (IADLs),Financial Literacy,,,Skills related to choosing appropriate attire for different occasions and environments.,
Adaptive Functioning and Life Skills,Instrumental Activities of Daily Living (IADLs),Financial Literacy,Interest Calculations,,Choosing clothing appropriate to the current season or weather conditions.,
Adaptive Functioning and Life Skills,Instrumental Activities of Daily Living (IADLs),Financial Literacy,Credit Management,,Using weather forecasts to inform clothing choices.,
Adaptive Functioning and Life Skills,Medication Management,,,,Awareness and selection of culturally appropriate clothing.,
Adaptive Functioning and Life Skills,Medication Management,Dosage Understanding,,,Understanding and recognizing traditional garments from various cultures.,
Adaptive Functioning and Life Skills,Medication Management,Dosage Understanding,Measurement Accuracy,,"Skills related to physically putting on clothes, including buttoning, zipping, and tying.",
Adaptive Functioning and Life Skills,Medication Management,Dosage Understanding,Medication Expiry Awareness,,"Using various tools like zippers, buttons, and laces effectively.",
Motivation and Goal-Directed Behavior,,,,,Utilizing devices that aid in dressing for those with physical challenges.,
Motivation and Goal-Directed Behavior,Intrinsic Motivation,,,,Skills related to personal cleanliness and grooming.,
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Autonomy,,,"Skills necessary for maintaining appearance, including hair care and shaving.",
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Autonomy,Volition,,Knowledge of maintaining different hair types effectively.,
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Autonomy,Self-Regulation,,Choosing appropriate products based on hair type and needs.,
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Autonomy,Self-Regulation,Temporal Regulation,Proper techniques for safe and efficient shaving or trimming.,
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Autonomy,Self-Regulation,Emotional Regulation,Keeping grooming tools clean and sharp for effective use.,
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Autonomy,Self-Regulation,Emotional Regulation,Adaptive Response,Ability to establish and maintain a consistent personal hygiene routine.
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Autonomy,Self-Regulation,Emotional Regulation,Impulse Control,The ability to resist or delay emotional responses or reactions that are not appropriate.
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Competence,,,Ability to stick to a daily or weekly personal care schedule.,
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Competence,Skill Acquisition,,Adjusting hygiene routines to accommodate lifestyle or health changes.,
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Competence,Skill Acquisition,Learning Strategies,"More complex skills required for independent living, such as managing finances, medication, and transportation.",
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Competence,Skill Acquisition,Feedback Utilization,"The ability to manage finances, budget, and pay bills.",
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Relatedness,,,Ability to plan and stick to a personal or family budget.,
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Relatedness,Social Bonds,,Keeping detailed records of income and expenses.,
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Relatedness,Empathy,,The ability to recognize and understand the emotions of others.,
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Relatedness,Empathy,Perspective Taking,The ability to consider different viewpoints to adjust emotional reactions.,
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Relatedness,Empathy,Emotional Resonance,Establishing and working towards financial objectives.,
Motivation and Goal-Directed Behavior,Extrinsic Motivation,,,,"Understanding basic financial concepts such as interest, credit, and investment.",
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Rewards,,,Skills in calculating interest on savings and loans.,
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Rewards,Material Rewards,,Understanding and managing personal credit scores and histories.,
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Rewards,Social Rewards,,"The ability to take medication as prescribed, including understanding doses and schedules.",
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Rewards,Social Rewards,Validation,Comprehension of medication dosages and their implications.,
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Rewards,Social Rewards,Affiliation,Skills in measuring liquid or solid dosage accurately.,
Motivation and Goal-Directed Behavior,Punishments,,,,Checking and understanding expiration dates of medications.,
Motivation and Goal-Directed Behavior,Punishments,Avoidance Behavior,,,"This dimension involves the processes that initiate, direct, and sustain goal-oriented behaviors. It encompasses the psychological factors that drive individuals to pursue and achieve goals.",
Motivation and Goal-Directed Behavior,Punishments,Avoidance Behavior,Escape,,The internal drive to perform an activity for its inherent satisfaction and personal reward rather than for some separable consequence.,
Motivation and Goal-Directed Behavior,Punishments,Compliance,,,The ability and desire to independently make choices and decisions in pursuit of personal satisfaction.,
Motivation and Goal-Directed Behavior,Punishments,Compliance,Obedience,,"The feeling of willingness and choice in one's actions, reflecting personal freedom and control.",
Motivation and Goal-Directed Behavior,Punishments,Compliance,Conformity,,Using emotional triggers to influence beliefs and behaviors.,
Motivation and Goal-Directed Behavior,Punishments,Compliance,Conformity,Peer Influence,The ability to manage one's emotions and behaviors in accordance with personal goals and standards.,
Motivation and Goal-Directed Behavior,Punishments,Compliance,Conformity,Norm Internalization,The ability to manage time effectively in pursuit of personal goals and tasks.,
Self-Concept and Identity,,,,,The capability to modulate emotional responses to align with personal objectives and situational demands.,
Self-Concept and Identity,Self-Esteem,,,,The ability to adjust emotional reactions to different situations or challenges.,
Self-Concept and Identity,Self-Esteem,Global Self-Esteem,,,The capability to resist or delay an impulse or temptation.,
Self-Concept and Identity,Self-Esteem,Global Self-Esteem,Trait Self-Esteem,,The drive to master skills and challenges to gain a sense of achievement and capability.,
Self-Concept and Identity,Self-Esteem,Global Self-Esteem,Trait Self-Esteem,Longitudinal Self-Esteem Consistency,The process and motivation involved in learning new skills.,
Self-Concept and Identity,Self-Esteem,Global Self-Esteem,Trait Self-Esteem,Longitudinal Self-Esteem Consistency,Lifespan Perspective on Self-Esteem,Approaches and techniques used to acquire and retain new information or skills.
Self-Concept and Identity,Self-Esteem,Global Self-Esteem,Trait Self-Esteem,Situational Self-Esteem Consistency,The ability to use feedback effectively to improve performance or understanding.,
Self-Concept and Identity,Self-Esteem,Global Self-Esteem,Trait Self-Esteem,Situational Self-Esteem Consistency,Context-Specific Esteem Stability,The need to connect with others as a source of personal satisfaction and intrinsic motivation.
Self-Concept and Identity,Self-Esteem,Global Self-Esteem,State Self-Esteem,,The development of meaningful and supportive connections with others.,
Self-Concept and Identity,Self-Esteem,Global Self-Esteem,State Self-Esteem,Event-Triggered Self-Esteem,The ability and motivation to understand and share the feelings of others.,
Self-Concept and Identity,Self-Esteem,Global Self-Esteem,State Self-Esteem,Event-Triggered Self-Esteem,Acute Self-Worth Reaction,The ability to adopt another person's viewpoint and understand their thoughts and feelings.
Self-Concept and Identity,Self-Esteem,Global Self-Esteem,State Self-Esteem,Comparative Self-Esteem,The capacity to emotionally react in sync with another’s emotional state.,
Self-Concept and Identity,Self-Esteem,Global Self-Esteem,State Self-Esteem,Comparative Self-Esteem,Peer Comparative Self-Worth,The external drive that leads individuals to perform behaviors due to external rewards or pressures.
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,,,"External incentives that motivate behavior, such as money, grades, or recognition.",
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,Academic Self-Esteem,,Tangible incentives like money and gifts that motivate behavior.,
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,Academic Self-Esteem,Subject-Specific Academic Esteem,"Recognition, praise, and other social incentives that drive behavior.",
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,Academic Self-Esteem,Subject-Specific Academic Esteem,Subject Mastery and Self-Evaluation,The act of confirming or endorsing someone’s actions or feelings.
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,Social Self-Esteem,,The motivation to be associated with or accepted by a particular group.,
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,Social Self-Esteem,Peer Relationship Esteem,External pressures or threats that influence behavior to avoid negative outcomes.,
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,Social Self-Esteem,Peer Relationship Esteem,Social Acceptance Perception,Actions taken to evade negative consequences or discomfort.
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,Physical Appearance Self-Esteem,,Actively moving away from or avoiding negative scenarios.,
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,Physical Appearance Self-Esteem,Fitness and Health Esteem,Adhering to rules or standards to avoid punishment.,
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,Physical Appearance Self-Esteem,Fitness and Health Esteem,Health Conscious Esteem,Following orders or demands from authority to avoid consequences.
Self-Concept and Identity,Body Image,,,,Aligning one's behavior and attitudes with social norms or standards to avoid disapproval or rejection.,
Self-Concept and Identity,Body Image,Perceptual Body Image,,,The impact of peers' actions or opinions on one's behavior.,
Self-Concept and Identity,Body Image,Perceptual Body Image,Distorted Self-Perception,,The process of integrating societal standards into one's own belief system.,
Self-Concept and Identity,Body Image,Perceptual Body Image,Distorted Self-Perception,Body Dysmorphia Delusion,An individual's overall subjective emotional evaluation of their own worth.,
Self-Concept and Identity,Body Image,Perceptual Body Image,Distorted Self-Perception,Body Dysmorphia Delusion,Cognitive Distortion Patterns,"A general sense of confidence, value, and worth a person feels about themselves."
Self-Concept and Identity,Body Image,Affective Body Image,,,Consistency of self-esteem over time and across different situations.,
Self-Concept and Identity,Body Image,Affective Body Image,Body Satisfaction,,The stability and consistency of self-esteem across the lifespan.,
Self-Concept and Identity,Body Image,Affective Body Image,Body Satisfaction,Aspect-Specific Body Satisfaction,"Examination of how self-esteem fluctuates or remains stable through major life stages (childhood, adolescence, adulthood, elder years).",
Self-Concept and Identity,Body Image,Affective Body Image,Body Satisfaction,Aspect-Specific Body Satisfaction,Localized Body Satisfaction,The consistency of self-esteem across various situational contexts.
Self-Concept and Identity,Body Image,Affective Body Image,Body Dysmorphic Concern,,"Analysis of self-esteem variance in consistent settings (work, school, home).",
Self-Concept and Identity,Body Image,Affective Body Image,Body Dysmorphic Concern,Specific Feature Dysmorphic Concern,Fluctuations in self-esteem contingent on recent experiences and evaluations.,
Self-Concept and Identity,Body Image,Affective Body Image,Body Dysmorphic Concern,Specific Feature Dysmorphic Concern,Focused Dysmorphic Anxiety,Fluctuations in self-esteem due to specific events or experiences.
Self-Concept and Identity,Body Image,Cognitive Body Image,,,"Immediate self-esteem response to a specific, notable event.",
Self-Concept and Identity,Body Image,Cognitive Body Image,Body Schema,,Self-esteem changes based on comparisons with others.,
Self-Concept and Identity,Body Image,Cognitive Body Image,Body Schema,Proprioceptive Awareness,Self-esteem evaluation when compared with peers in similar circumstances.,
Self-Concept and Identity,Body Image,Cognitive Body Image,Body Schema,Proprioceptive Awareness,Integrated Sensory Feedback,"Self-esteem as it relates to specific areas of life, like academic performance, social interactions, or physical appearance."
Self-Concept and Identity,Body Image,Behavioral Body Image,,,Self-worth related to academic ability and achievements.,
Self-Concept and Identity,Body Image,Behavioral Body Image,Compensatory Behaviors,,Self-worth related to performance in specific subjects like math or literature.,
Self-Concept and Identity,Body Image,Behavioral Body Image,Compensatory Behaviors,Cosmetic Enhancement Behaviors,Self-esteem related to perceived mastery or competence in specific academic subjects.,
Self-Concept and Identity,Body Image,Behavioral Body Image,Compensatory Behaviors,Cosmetic Enhancement Behaviors,Surgical vs. Non-Surgical Modifications,Perceived value in social interactions and social acceptance.
Self-Concept and Identity,Personal Identity,,,,Self-worth derived from the quality of relationships with peers.,
Self-Concept and Identity,Personal Identity,Vocational Identity,,,How self-esteem is impacted by perceived acceptance or rejection by peers.,
Self-Concept and Identity,Personal Identity,Vocational Identity,Career Aspirations,,Self-esteem based on physical appearance and body image.,
Self-Concept and Identity,Personal Identity,Vocational Identity,Career Aspirations,Dream Job Visioning,Self-esteem related to physical fitness and perceived health.,
Self-Concept and Identity,Personal Identity,Vocational Identity,Career Aspirations,Dream Job Visioning,Career Path Feasibility Analysis,Esteem linked to the perception of maintaining a healthy lifestyle.
Self-Concept and Identity,Personal Identity,Relational Identity,,,The perception that a person has of their physical self and the thoughts and feelings that result from that perception.,
Self-Concept and Identity,Personal Identity,Relational Identity,Attachment Styles,,"How one sees their own body, which may or may not be aligned with reality.",
Self-Concept and Identity,Personal Identity,Relational Identity,Attachment Styles,Secure vs. Insecure Attachment,Misinterpretation or incorrect representation of one's body size or shape.,
Self-Concept and Identity,Personal Identity,Relational Identity,Attachment Styles,Secure vs. Insecure Attachment,Anxiety and Avoidance Dimensions,"Severe misinterpretations of body size or shape, often associated with dysmorphia."
Self-Concept and Identity,Personal Identity,Spiritual Identity,,,Exploration of thought processes leading to body dysmorphic delusions.,
Self-Concept and Identity,Personal Identity,Spiritual Identity,Religious Commitment,,"How one feels about their body, which includes satisfaction or dissatisfaction.",
Self-Concept and Identity,Personal Identity,Spiritual Identity,Religious Commitment,Faith Practice Intensity,Level of comfort and satisfaction with one’s own body.,
Self-Concept and Identity,Personal Identity,Spiritual Identity,Religious Commitment,Faith Practice Intensity,Devotional Engagement Level,"Satisfaction with specific aspects of one’s appearance, such as height or hair."
Self-Concept and Identity,Role Identity,,,,Contentment regarding specific physical features beyond general appearance.,
Self-Concept and Identity,Role Identity,Family Role Identity,,,Excessive preoccupation with perceived defects or flaws in physical appearance.,
Self-Concept and Identity,Role Identity,Family Role Identity,Parenting Role,,Preoccupation with specific facial features or body parts.,
Self-Concept and Identity,Role Identity,Family Role Identity,Parenting Role,Parental Role Expectations,Anxiety centered on perceived imperfections of a particular body part.,
Self-Concept and Identity,Role Identity,Family Role Identity,Parenting Role,Parental Role Expectations,Generational Parenting Perspectives,"The thoughts and beliefs one has about their body, which includes internal dialogue and perceptions."
Self-Concept and Identity,Role Identity,Social Role Identity,,,Cognitive representation of one's body position and movement in space.,
Self-Concept and Identity,Role Identity,Social Role Identity,Leadership Role,,Understanding of body position in space via sensory input.,
Self-Concept and Identity,Role Identity,Social Role Identity,Leadership Role,Leadership Style Identification,Reliance on combined sensory information to maintain body schema.,
Self-Concept and Identity,Role Identity,Social Role Identity,Leadership Role,Leadership Style Identification,Transformational vs. Transactional Leadership,"The behaviors one engages in as a result of their body image, such as excessive exercising or dieting."
Self-Concept and Identity,Cultural Identity,,,,"Actions taken to compensate for perceived physical appearance flaws, which may include dieting, exercising, or cosmetic surgery.",
Self-Concept and Identity,Cultural Identity,Ethnic Identity,,,Pursuit of cosmetic procedures to change appearance.,
Self-Concept and Identity,Cultural Identity,Ethnic Identity,Acculturation,,Preference and evaluation of different methods of altering appearance.,
Self-Concept and Identity,Cultural Identity,Ethnic Identity,Acculturation,Cultural Assimilation,"The concept you develop about yourself that evolves over the course of your life, including aspects like personality, interests, and values.",
Self-Concept and Identity,Cultural Identity,Ethnic Identity,Acculturation,Cultural Assimilation,Bicultural Integration,The part of an individual's identity that is related to their career aspirations and achievements.
Self-Concept and Identity,Cultural Identity,National Identity,,,The ambitions and plans for future professional growth and achievement.,
Self-Concept and Identity,Cultural Identity,National Identity,Patriotism,,The process of envisioning ideal career paths and positions.,
Self-Concept and Identity,Cultural Identity,National Identity,Patriotism,National Traditions and Practices,Evaluation of personal and situational factors influencing career aspirations.,
Self-Concept and Identity,Cultural Identity,National Identity,Patriotism,National Traditions and Practices,Cultural Rituals Engagement,How one perceives themselves within relationships with others.
Self-Concept and Identity,Cultural Identity,Religious Identity,,,"Patterns of expectations, needs, and emotions one exhibits in interpersonal relationships.",
Self-Concept and Identity,Cultural Identity,Religious Identity,Interfaith Relations,,Differences in relationship expectations and behaviors based on attachment security.,
Self-Concept and Identity,Cultural Identity,Religious Identity,Interfaith Relations,Ecumenical Engagement,Analysis of anxious and avoidant tendencies within attachment styles.,
Self-Concept and Identity,Cultural Identity,Religious Identity,Interfaith Relations,Ecumenical Engagement,Interfaith Dialogue Facilitation,"The aspect of self that is concerned with beliefs, values, and sense of purpose as related to spirituality or religion."
